rec_time	UTC	Dikablis Professional_Eye Data_Original_Pupil X	Dikablis Professional_Eye Data_Original_Pupil Y	Dikablis Professional_Eye Data_Original_Left Eye_Pupil X	Dikablis Professional_Eye Data_Original_Left Eye_Pupil Y	Dikablis Professional_Eye Data_Original_Right Eye_Pupil X	Dikablis Professional_Eye Data_Original_Right Eye_Pupil Y
00:00:02.364	1440181477011			162.112	163.639		
00:00:02.372	1440181477019	180.997	162.737			199.8	161.153
00:00:02.380	1440181477027			162.195	164.321		
00:00:02.389	1440181477036	180.93	162.181			199.857	160.7
00:00:02.397	1440181477044			162.004	163.662		
00:00:02.406	1440181477053	180.805	162.723			199.658	161.238
00:00:02.414	1440181477061			161.953	164.209		
00:00:02.422	1440181477069	180.82	162.066			199.665	160.511
00:00:02.430	1440181477077			161.975	163.621		
00:00:02.439	1440181477086	180.882	162.63			199.737	160.956
00:00:02.447	1440181477094			162.027	164.304		
00:00:02.456	1440181477103	180.913	162.143			199.705	160.54
00:00:02.464	1440181477111			162.12	163.745		
00:00:02.472	1440181477119	180.989	162.677			199.792	161.058
00:00:02.480	1440181477127			162.186	164.295		
00:00:02.489	1440181477136	180.906	161.985			199.693	160.363
00:00:02.497	1440181477144			162.119	163.608		
00:00:02.506	1440181477153	180.974	162.671			199.789	161.032
00:00:02.514	1440181477161			162.158	164.309		
00:00:02.522	1440181477169	180.965	162.041			199.869	160.474
00:00:02.530	1440181477177			162.061	163.609		
00:00:02.539	1440181477186	180.917	162.658			199.737	161.06
00:00:02.547	1440181477194			162.097	164.257		
00:00:02.556	1440181477203	180.993	162.078			199.884	160.488
00:00:02.564	1440181477211			162.102	163.667		
00:00:02.572	1440181477219	180.486	162.73			199.515	161.069
00:00:02.580	1440181477227			161.456	164.392		
00:00:02.589	1440181477236	179.996	162.312			198.704	160.824
00:00:02.597	1440181477244			161.288	163.8		
00:00:02.606	1440181477253	180.233	162.974			199.008	161.418
00:00:02.614	1440181477261			161.458	164.531		
00:00:02.622	1440181477269	180.133	162.45			198.856	160.94
00:00:02.630	1440181477277			161.41	163.96		
00:00:02.639	1440181477286	180.225	163.112			198.978	161.562
00:00:02.647	1440181477294			161.472	164.662		
00:00:02.656	1440181477303	180.206	162.437			198.964	160.876
00:00:02.664	1440181477311			161.448	163.998		
00:00:02.672	1440181477319	180.228	163.07			198.991	161.559
00:00:02.680	1440181477327			161.465	164.581		
00:00:02.689	1440181477336	180.334	162.523			199.067	160.975
00:00:02.697	1440181477344			161.602	164.071		
00:00:02.706	1440181477353	180.405	163.076			199.119	161.487
00:00:02.714	1440181477361			161.692	164.666		
00:00:02.722	1440181477369	180.363	162.523			199.098	160.934
00:00:02.730	1440181477377			161.628	164.112		
00:00:02.739	1440181477386	180.288	163.142			199.102	161.587
00:00:02.747	1440181477394			161.473	164.697		
00:00:02.756	1440181477403	180.376	162.549			199.129	161.052
00:00:02.764	1440181477411			161.622	164.046		
00:00:02.772	1440181477419	180.356	163.122			199.124	161.637
00:00:02.780	1440181477427			161.588	164.608		
00:00:02.789	1440181477436	180.806	162.517			199.351	161.032
00:00:02.797	1440181477444			162.261	164.002		
00:00:02.806	1440181477453	180.861	162.942			199.474	161.356
00:00:02.814	1440181477461			162.248	164.528		
00:00:02.822	1440181477469	180.751	162.329			199.39	160.821
00:00:02.830	1440181477477			162.113	163.838		
00:00:02.839	1440181477486	180.819	162.91			199.615	161.297
00:00:02.847	1440181477494			162.023	164.523		
00:00:02.856	1440181477503	180.728	162.3			199.4	160.82
