
Trajectories
120
,,Head:RForeHead,,,Head:RTemple,,,Head:LForeHead,,,Head:LTemple,,,Head:REye,,,Head:LEye,,,CalibrationPane:DLabCal1,,,CalibrationPane:DLabCal2,,,CalibrationPane:DLabCal3,,,CalibrationPane:DLabCal4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
3319,0,-133.282,210.454,1696,-224.467,205.038,1641.33,-89.6789,323.654,1705.63,-153.661,399.314,1655.1,-107.471,231.601,1617.09,-76.8483,308.784,1627.24,409.497,226.792,1634.98,322.514,-17.3971,1635.67,317.083,-16.5056,1433.32,405.059,226.932,1434.27
3320,0,-133.281,210.433,1695.99,-224.476,205.031,1641.31,-89.6752,323.634,1705.63,-153.663,399.317,1655.11,-107.475,231.584,1617.08,-76.8517,308.768,1627.24,408.965,227.166,1635.4,322.507,-17.3893,1635.66,317.086,-16.4983,1433.33,405.068,226.941,1434.24
3321,0,-133.294,210.425,1695.98,-224.472,205.018,1641.31,-89.6642,323.609,1705.64,-153.653,399.302,1655.13,-107.47,231.574,1617.06,-76.8384,308.745,1627.23,409.483,226.793,1634.98,322.51,-17.4069,1635.68,317.102,-16.5118,1433.33,405.066,226.934,1434.25
3322,0,-133.288,210.409,1695.98,-224.479,205.025,1641.29,-89.6648,323.593,1705.64,-153.657,399.296,1655.12,-107.471,231.576,1617.06,-76.8362,308.737,1627.24,408.961,227.174,1635.41,322.515,-17.4072,1635.67,317.107,-16.5079,1433.31,405.062,226.931,1434.26
3323,0,-133.291,210.383,1695.99,-224.474,205.016,1641.29,-89.6626,323.576,1705.65,-153.635,399.272,1655.13,-107.473,231.576,1617.07,-76.8209,308.739,1627.24,408.964,227.172,1635.41,322.507,-17.4013,1635.67,317.094,-16.5068,1433.31,405.066,226.929,1434.25
3324,0,-133.298,210.388,1695.97,-224.477,205.01,1641.29,-89.6655,323.571,1705.65,-153.597,399.25,1655.1,-107.479,231.567,1617.08,-76.8085,308.736,1627.23,409.501,226.786,1634.98,322.513,-17.4041,1635.67,317.089,-16.5017,1433.31,405.062,226.927,1434.26
3325,0,-133.297,210.384,1695.98,-224.486,205.017,1641.28,-89.6701,323.561,1705.66,-153.631,399.278,1655.14,-107.477,231.566,1617.06,-76.8169,308.726,1627.24,408.977,227.164,1635.4,322.505,-17.407,1635.68,317.096,-16.5205,1433.32,405.062,226.921,1434.25
3326,0,-133.312,210.39,1695.98,-224.485,205.022,1641.29,-89.6598,323.559,1705.65,-153.628,399.27,1655.13,-107.489,231.549,1617.07,-76.8294,308.708,1627.23,408.98,227.155,1635.41,322.515,-17.417,1635.66,317.1,-16.5138,1433.32,405.062,226.932,1434.25
3327,0,-133.314,210.388,1695.99,-224.493,205.021,1641.3,-89.6574,323.558,1705.65,-153.628,399.275,1655.12,-107.483,231.552,1617.07,-76.8295,308.703,1627.24,409.01,227.146,1635.41,322.547,-17.414,1635.68,317.113,-16.5239,1433.31,405.064,226.909,1434.26
3328,0,-133.322,210.396,1695.99,-224.506,205.038,1641.3,-89.6613,323.565,1705.66,-153.632,399.289,1655.13,-107.497,231.554,1617.07,-76.8378,308.7,1627.23,409.02,227.14,1635.41,322.56,-17.4269,1635.68,317.121,-16.5138,1433.32,405.081,226.922,1434.26
3329,0,-133.318,210.402,1695.99,-224.51,205.044,1641.3,-89.6705,323.573,1705.64,-153.631,399.296,1655.12,-107.501,231.555,1617.07,-76.8491,308.719,1627.23,409.026,227.124,1635.41,322.563,-17.431,1635.66,317.124,-16.5256,1433.31,405.084,226.926,1434.25
3330,0,-133.326,210.41,1695.99,-224.508,205.052,1641.3,-89.671,323.585,1705.64,-153.636,399.314,1655.13,-107.508,231.575,1617.07,-76.8309,308.725,1627.23,409.031,227.133,1635.42,322.576,-17.4324,1635.67,317.124,-16.5267,1433.33,405.08,226.913,1434.25
3331,0,-133.334,210.434,1695.99,-224.511,205.061,1641.3,-89.6757,323.605,1705.64,-153.612,399.294,1655.1,-107.518,231.584,1617.07,-76.8475,308.752,1627.24,409.001,227.139,1635.43,322.579,-17.4278,1635.68,317.106,-16.5185,1433.32,405.063,226.917,1434.26
3332,0,-133.329,210.45,1695.99,-224.517,205.076,1641.31,-89.6852,323.631,1705.64,-153.659,399.334,1655.11,-107.512,231.607,1617.09,-76.8643,308.779,1627.24,408.999,227.147,1635.44,322.58,-17.4244,1635.67,317.103,-16.5219,1433.33,405.065,226.923,1434.26
3333,0,-133.339,210.464,1696.01,-224.516,205.082,1641.31,-89.6937,323.653,1705.64,-153.632,399.312,1655.09,-107.516,231.615,1617.1,-76.8585,308.792,1627.25,408.968,227.162,1635.44,322.565,-17.4282,1635.68,317.102,-16.5225,1433.31,405.061,226.916,1434.26
3334,0,-133.322,210.466,1696.01,-224.52,205.095,1641.32,-89.6999,323.676,1705.65,-153.647,399.343,1655.09,-107.525,231.627,1617.1,-76.8757,308.815,1627.25,408.938,227.187,1635.45,322.546,-17.4269,1635.68,317.096,-16.5068,1433.32,405.061,226.915,1434.24
3335,0,-133.331,210.499,1696.03,-224.522,205.108,1641.32,-89.7103,323.703,1705.64,-153.685,399.386,1655.09,-107.512,231.635,1617.14,-76.8921,308.836,1627.25,408.908,227.205,1635.45,322.523,-17.4085,1635.66,317.083,-16.5196,1433.32,405.046,226.916,1434.26
3336,0,-133.333,210.521,1696.03,-224.517,205.135,1641.33,-89.721,323.736,1705.65,-153.693,399.407,1655.09,-107.513,231.674,1617.15,-76.9074,308.862,1627.27,408.873,227.223,1635.47,322.483,-17.4025,1635.67,317.072,-16.4977,1433.33,405.038,226.921,1434.26
3337,0,-133.343,210.552,1696.04,-224.518,205.14,1641.34,-89.7319,323.765,1705.65,-153.698,399.432,1655.1,-107.527,231.704,1617.14,-76.9137,308.885,1627.28,408.822,227.243,1635.48,322.465,-17.3951,1635.67,317.083,-16.51,1433.31,405.022,226.926,1434.26
3338,0,-133.339,210.564,1696.05,-224.52,205.157,1641.33,-89.734,323.784,1705.65,-153.713,399.44,1655.08,-107.529,231.717,1617.17,-76.9167,308.908,1627.27,409.428,226.806,1634.96,322.452,-17.3903,1635.66,317.081,-16.4914,1433.31,405.007,226.929,1434.26
3339,0,-133.354,210.592,1696.06,-224.523,205.175,1641.34,-89.7514,323.81,1705.66,-153.718,399.474,1655.08,-107.526,231.751,1617.18,-76.921,308.931,1627.28,408.894,227.187,1635.4,322.434,-17.3866,1635.66,317.073,-16.5006,1433.31,405.029,226.937,1434.25
3340,0,-133.359,210.592,1696.08,-224.527,205.193,1641.35,-89.7545,323.833,1705.67,-153.715,399.487,1655.09,-107.533,231.758,1617.19,-76.9186,308.942,1627.28,409.414,226.827,1634.97,322.422,-17.382,1635.66,317.062,-16.5025,1433.31,405.027,226.932,1434.25
3341,0,-133.358,210.61,1696.08,-224.529,205.213,1641.36,-89.7592,323.848,1705.65,-153.715,399.515,1655.08,-107.534,231.773,1617.19,-76.9373,308.967,1627.28,409.397,226.826,1634.97,322.417,-17.3769,1635.66,317.066,-16.5088,1433.3,405.03,226.929,1434.24
3342,0,-133.365,210.633,1696.09,-224.53,205.233,1641.37,-89.7563,323.87,1705.65,-153.704,399.522,1655.06,-107.532,231.781,1617.16,-76.9277,308.959,1627.26,409.385,226.829,1634.98,322.421,-17.3871,1635.66,317.061,-16.4948,1433.32,405.023,226.933,1434.26
3343,0,-133.37,210.648,1696.09,-224.552,205.253,1641.38,-89.764,323.878,1705.65,-153.677,399.525,1655.04,-107.55,231.784,1617.17,-76.9359,308.971,1627.27,409.397,226.818,1634.97,322.411,-17.389,1635.66,317.063,-16.5108,1433.31,405.011,226.93,1434.26
3344,0,-133.397,210.682,1696.11,-224.552,205.264,1641.39,-89.7596,323.894,1705.65,-153.662,399.539,1655.03,-107.544,231.793,1617.18,-76.9427,308.978,1627.27,409.397,226.826,1634.96,322.417,-17.3768,1635.65,317.082,-16.5123,1433.3,405.027,226.924,1434.25
3345,0,-133.394,210.704,1696.11,-224.546,205.274,1641.4,-89.7628,323.922,1705.65,-153.672,399.567,1655.04,-107.54,231.807,1617.19,-76.9538,308.985,1627.28,409.393,226.823,1634.97,322.421,-17.3808,1635.67,317.069,-16.4976,1433.31,405.018,226.932,1434.27
3346,0,-133.385,210.714,1696.12,-224.532,205.291,1641.4,-89.7641,323.937,1705.66,-153.677,399.577,1655.04,-107.535,231.826,1617.19,-76.9503,309.004,1627.29,409.405,226.823,1634.98,322.43,-17.3821,1635.66,317.077,-16.4957,1433.31,405.016,226.931,1434.26
3347,0,-133.373,210.726,1696.12,-224.525,205.298,1641.4,-89.7625,323.953,1705.66,-153.715,399.616,1655.06,-107.519,231.849,1617.21,-76.9467,309.029,1627.29,409.412,226.812,1634.96,322.424,-17.386,1635.66,317.064,-16.4983,1433.31,405.006,226.929,1434.26
3348,0,-133.36,210.744,1696.12,-224.516,205.308,1641.39,-89.7733,323.98,1705.66,-153.716,399.639,1655.06,-107.508,231.886,1617.19,-76.9373,309.049,1627.29,408.877,227.191,1635.4,322.421,-17.3882,1635.67,317.061,-16.5036,1433.31,404.994,226.923,1434.26
3349,0,-133.341,210.758,1696.11,-224.502,205.32,1641.4,-89.7662,323.997,1705.67,-153.708,399.648,1655.06,-107.505,231.908,1617.2,-76.9362,309.062,1627.3,409.406,226.802,1634.98,322.437,-17.3928,1635.67,317.065,-16.507,1433.3,405.015,226.923,1434.25
3350,0,-133.314,210.775,1696.1,-224.484,205.327,1641.39,-89.7731,324.022,1705.67,-153.713,399.666,1655.06,-107.483,231.919,1617.21,-76.9287,309.094,1627.28,408.884,227.191,1635.4,322.431,-17.3891,1635.66,317.058,-16.518,1433.3,404.986,226.93,1434.26
3351,0,-133.322,210.798,1696.11,-224.477,205.339,1641.39,-89.7681,324.048,1705.66,-153.688,399.66,1655.04,-107.467,231.931,1617.21,-76.9265,309.11,1627.29,409.405,226.802,1634.97,322.427,-17.3797,1635.66,317.068,-16.4951,1433.31,405.007,226.927,1434.25
3352,0,-133.296,210.8,1696.11,-224.464,205.354,1641.39,-89.7655,324.06,1705.67,-153.698,399.711,1655.08,-107.465,231.962,1617.22,-76.9206,309.114,1627.29,409.41,226.816,1634.98,322.412,-17.3847,1635.67,317.068,-16.5044,1433.31,405.007,226.933,1434.26
3353,0,-133.287,210.822,1696.1,-224.453,205.369,1641.4,-89.7557,324.071,1705.67,-153.69,399.735,1655.08,-107.454,231.965,1617.21,-76.9206,309.124,1627.27,409.391,226.819,1634.97,322.221,-17.3851,1635.92,317.047,-16.5012,1433.32,404.986,226.933,1434.26
3354,0,-133.274,210.838,1696.09,-224.456,205.385,1641.4,-89.7396,324.078,1705.67,-153.653,399.717,1655.05,-107.462,231.979,1617.22,-76.9055,309.128,1627.27,409.393,226.817,1634.96,322.395,-17.3854,1635.65,317.064,-16.5131,1433.3,404.996,226.928,1434.25
3355,0,-133.243,210.84,1696.09,-224.444,205.396,1641.4,-89.7255,324.096,1705.67,-153.68,399.748,1655.06,-107.452,232.003,1617.22,-76.9078,309.137,1627.27,409.376,226.819,1634.98,322.408,-17.3896,1635.66,317.059,-16.5129,1433.31,404.989,226.939,1434.26
3356,0,-133.247,210.866,1696.1,-224.433,205.416,1641.41,-89.722,324.113,1705.67,-153.643,399.745,1655.05,-107.442,232.007,1617.23,-76.8977,309.143,1627.26,409.381,226.832,1634.97,322.399,-17.3829,1635.66,317.07,-16.5156,1433.31,405.009,226.92,1434.25
3357,0,-133.236,210.887,1696.08,-224.435,205.432,1641.41,-89.7016,324.127,1705.66,-153.616,399.749,1655.01,-107.431,232.007,1617.23,-76.8831,309.14,1627.24,409.374,226.824,1634.96,322.388,-17.3788,1635.66,317.054,-16.5067,1433.31,404.99,226.925,1434.26
3358,0,-133.232,210.913,1696.09,-224.413,205.45,1641.41,-89.6889,324.13,1705.65,-153.6,399.751,1654.99,-107.423,232.014,1617.22,-76.869,309.135,1627.23,409.38,226.83,1634.97,322.4,-17.393,1635.66,317.071,-16.5071,1433.3,404.994,226.937,1434.26
3359,0,-133.218,210.929,1696.1,-224.407,205.462,1641.42,-89.6682,324.131,1705.65,-153.583,399.763,1654.98,-107.402,232.009,1617.22,-76.8494,309.128,1627.21,409.389,226.826,1634.97,322.401,-17.3882,1635.66,317.073,-16.5034,1433.3,405.007,226.933,1434.25
3360,0,-133.2,210.94,1696.1,-224.264,205.422,1641.26,-89.6522,324.143,1705.64,-153.567,399.796,1654.98,-107.365,232.001,1617.22,-76.8331,309.133,1627.23,409.397,226.819,1634.97,322.405,-17.3864,1635.67,317.04,-16.5097,1433.31,405.006,226.924,1434.26
3361,0,-133.178,210.94,1696.11,-224.247,205.431,1641.25,-89.633,324.151,1705.66,-153.532,399.8,1654.98,-107.361,232.002,1617.23,-76.8164,309.143,1627.23,409.41,226.809,1634.97,322.434,-17.3885,1635.67,317.064,-16.5052,1433.31,405.008,226.93,1434.26
3362,0,-133.152,210.948,1696.11,-224.228,205.431,1641.25,-89.6105,324.157,1705.67,-153.503,399.819,1655,-107.339,232.008,1617.26,-76.7968,309.135,1627.22,409.415,226.817,1634.96,322.427,-17.381,1635.66,317.061,-16.5049,1433.32,405.015,226.928,1434.25
3363,0,-133.123,210.949,1696.11,-224.201,205.444,1641.25,-89.5946,324.165,1705.67,-153.479,399.815,1655.01,-107.328,232.037,1617.24,-76.7656,309.153,1627.23,409.434,226.819,1634.97,322.436,-17.3851,1635.65,317.061,-16.4917,1433.31,405.013,226.922,1434.25
3364,0,-133.096,210.959,1696.1,-224.164,205.451,1641.24,-89.5635,324.169,1705.68,-153.469,399.836,1655.02,-107.284,232.048,1617.22,-76.7374,309.156,1627.25,409.41,226.812,1634.98,322.441,-17.3898,1635.67,317.081,-16.4987,1433.3,405.016,226.927,1434.26
3365,0,-133.069,210.968,1696.1,-224.129,205.449,1641.24,-89.5389,324.173,1705.68,-153.438,399.839,1655.02,-107.241,232.06,1617.22,-76.7211,309.169,1627.23,409.404,226.812,1634.97,322.423,-17.3824,1635.66,317.071,-16.5007,1433.31,405.023,226.934,1434.26
3366,0,-133.023,210.982,1696.09,-224.095,205.454,1641.24,-89.5059,324.186,1705.67,-153.407,399.845,1655.02,-107.231,232.078,1617.19,-76.7018,309.174,1627.22,409.409,226.82,1634.96,322.418,-17.3732,1635.66,317.072,-16.4983,1433.31,405.036,226.932,1434.24
3367,0,-132.991,210.982,1696.1,-224.059,205.461,1641.24,-89.472,324.196,1705.66,-153.376,399.878,1655.02,-107.196,232.096,1617.19,-76.6782,309.17,1627.19,409.419,226.831,1634.97,322.417,-17.3749,1635.66,317.085,-16.5028,1433.3,405.038,226.939,1434.25
3368,0,-132.952,211.002,1696.1,-224.024,205.468,1641.24,-89.4439,324.218,1705.65,-153.324,399.919,1655.03,-107.166,232.106,1617.17,-76.6546,309.168,1627.16,409.411,226.832,1634.98,322.434,-17.3747,1635.66,317.07,-16.4957,1433.32,405.035,226.951,1434.25
3369,0,-132.914,211.048,1696.07,-223.999,205.49,1641.24,-89.3996,324.231,1705.62,-153.303,399.945,1655.02,-107.137,232.121,1617.14,-76.6319,309.18,1627.15,409.392,226.817,1634.97,322.443,-17.3839,1635.66,317.073,-16.5097,1433.31,405.016,226.927,1434.26
3370,0,-132.861,211.041,1696.06,-223.979,205.499,1641.25,-89.3713,324.251,1705.61,-153.266,399.985,1655.01,-107.115,232.136,1617.13,-76.6171,309.183,1627.12,409.415,226.818,1634.96,322.448,-17.3784,1635.66,317.084,-16.4953,1433.33,405.025,226.934,1434.25
3371,0,-132.826,211.07,1696.06,-223.954,205.515,1641.26,-89.3447,324.268,1705.6,-153.233,400.008,1655.02,-107.097,232.159,1617.12,-76.5946,309.197,1627.11,409.427,226.823,1634.97,322.449,-17.3814,1635.66,317.104,-16.5006,1433.3,405.034,226.937,1434.26
3372,0,-132.798,211.083,1696.06,-223.937,205.53,1641.26,-89.3217,324.284,1705.58,-153.235,400.044,1655,-107.078,232.18,1617.1,-76.5881,309.216,1627.07,408.894,227.206,1635.41,322.469,-17.3871,1635.65,317.079,-16.5014,1433.31,405.052,226.932,1434.24
3373,0,-132.772,211.099,1696.04,-223.912,205.543,1641.25,-89.2949,324.307,1705.58,-153.206,400.061,1655,-107.066,232.2,1617.09,-76.5518,309.218,1627.07,409.426,226.816,1634.96,322.461,-17.3904,1635.66,317.09,-16.4991,1433.31,405.046,226.932,1434.25
3374,0,-132.759,211.122,1696.05,-223.899,205.559,1641.25,-89.2836,324.323,1705.58,-153.2,400.081,1655.01,-107.062,232.218,1617.08,-76.5626,309.255,1627.05,408.905,227.186,1635.4,322.468,-17.3905,1635.66,317.094,-16.5125,1433.31,405.047,226.939,1434.25
3375,0,-132.766,211.147,1696.05,-223.9,205.578,1641.26,-89.2793,324.342,1705.57,-153.199,400.125,1655.03,-107.054,232.224,1617.1,-76.5513,309.254,1627.06,408.912,227.186,1635.39,322.465,-17.3815,1635.66,317.096,-16.506,1433.3,405.021,226.939,1434.25
3376,0,-132.756,211.163,1696.04,-223.905,205.591,1641.26,-89.277,324.361,1705.57,-153.207,400.104,1655.01,-107.06,232.236,1617.1,-76.5367,309.245,1627.06,409.43,226.809,1634.97,322.461,-17.3858,1635.66,317.076,-16.4954,1433.32,405.036,226.937,1434.25
3377,0,-132.765,211.167,1696.07,-223.907,205.608,1641.27,-89.2687,324.366,1705.57,-153.187,400.132,1655.01,-107.067,232.235,1617.11,-76.5345,309.257,1627.06,408.931,227.169,1635.4,322.469,-17.3946,1635.66,317.088,-16.5143,1433.31,405.035,226.923,1434.26
3378,0,-132.779,211.191,1696.07,-223.922,205.627,1641.28,-89.2658,324.384,1705.57,-153.195,400.136,1654.99,-107.059,232.247,1617.11,-76.5484,309.264,1627.03,409.446,226.802,1634.97,322.477,-17.3955,1635.66,317.089,-16.5079,1433.32,405.037,226.926,1434.25
3379,0,-132.784,211.215,1696.07,-223.925,205.649,1641.28,-89.2656,324.403,1705.56,-153.193,400.165,1655,-107.09,232.265,1617.11,-76.5604,309.266,1627.03,408.924,227.17,1635.41,322.47,-17.4036,1635.67,317.09,-16.5145,1433.31,405.045,226.93,1434.25
3380,0,-132.8,211.23,1696.08,-223.94,205.666,1641.29,-89.2618,324.422,1705.57,-153.192,400.183,1655,-107.1,232.265,1617.13,-76.5696,309.279,1627.02,408.938,227.162,1635.41,322.5,-17.3982,1635.66,317.086,-16.5066,1433.33,405.046,226.922,1434.26
3381,0,-132.802,211.224,1696.09,-223.936,205.68,1641.29,-89.2836,324.44,1705.57,-153.196,400.2,1654.99,-107.115,232.267,1617.13,-76.5818,309.289,1627.03,408.955,227.149,1635.4,322.502,-17.4108,1635.67,317.102,-16.5257,1433.31,405.059,226.918,1434.25
3382,0,-132.829,211.242,1696.1,-223.967,205.702,1641.3,-89.3021,324.448,1705.57,-153.208,400.21,1654.98,-107.124,232.284,1617.13,-76.6075,309.304,1627.05,408.966,227.156,1635.4,322.52,-17.4155,1635.67,317.107,-16.5202,1433.3,405.057,226.915,1434.25
3383,0,-132.835,211.246,1696.11,-223.976,205.705,1641.3,-89.3255,324.464,1705.58,-153.224,400.216,1654.99,-107.156,232.302,1617.15,-76.6003,309.312,1627.07,408.981,227.159,1635.4,322.535,-17.4185,1635.66,317.112,-16.5138,1433.32,405.069,226.922,1434.24
3384,0,-132.854,211.256,1696.11,-223.992,205.714,1641.29,-89.3454,324.473,1705.59,-153.238,400.232,1655,-107.168,232.314,1617.16,-76.6508,309.332,1627.09,408.972,227.161,1635.41,322.549,-17.4123,1635.67,317.101,-16.5139,1433.32,405.059,226.919,1434.25
3385,0,-132.875,211.266,1696.12,-224.008,205.728,1641.3,-89.3801,324.482,1705.6,-153.25,400.249,1655.03,-107.186,232.321,1617.17,-76.6711,309.348,1627.09,408.962,227.17,1635.42,322.528,-17.4159,1635.67,317.106,-16.5071,1433.32,405.07,226.926,1434.24
3386,0,-132.921,211.294,1696.13,-224.017,205.736,1641.3,-89.4101,324.508,1705.62,-153.267,400.262,1655.02,-107.204,232.322,1617.18,-76.7072,309.378,1627.11,408.927,227.183,1635.43,322.519,-17.4025,1635.67,317.103,-16.5118,1433.32,405.062,226.927,1434.25
3387,0,-132.944,211.322,1696.14,-224.048,205.741,1641.31,-89.4393,324.526,1705.63,-153.283,400.259,1655.02,-107.209,232.338,1617.21,-76.7293,309.394,1627.12,408.927,227.206,1635.44,322.52,-17.3996,1635.67,317.102,-16.5139,1433.31,405.072,226.928,1434.24
3388,0,-132.967,211.341,1696.16,-224.061,205.76,1641.31,-89.4618,324.556,1705.64,-153.314,400.283,1655.02,-107.225,232.372,1617.21,-76.7391,309.4,1627.14,408.91,227.216,1635.45,322.514,-17.3961,1635.67,317.097,-16.5066,1433.31,405.075,226.934,1434.24
3389,0,-132.997,211.38,1696.17,-224.072,205.771,1641.31,-89.4926,324.578,1705.65,-153.334,400.303,1655.03,-107.246,232.392,1617.22,-76.7769,309.44,1627.14,408.906,227.211,1635.46,322.531,-17.3963,1635.66,317.103,-16.5021,1433.33,405.08,226.933,1434.25
3390,0,-133.009,211.4,1696.18,-224.076,205.779,1641.32,-89.5227,324.608,1705.65,-153.355,400.325,1655.02,-107.249,232.401,1617.24,-76.7966,309.476,1627.16,409.509,226.79,1634.98,322.539,-17.4114,1635.67,317.108,-16.5154,1433.31,405.081,226.926,1434.24
3391,0,-133.032,211.429,1696.21,-224.089,205.797,1641.32,-89.5479,324.643,1705.66,-153.392,400.324,1655.01,-107.257,232.421,1617.27,-76.8235,309.492,1627.17,408.991,227.161,1635.4,322.542,-17.407,1635.67,317.108,-16.508,1433.32,405.061,226.922,1434.26
3392,0,-133.058,211.459,1696.24,-224.094,205.802,1641.35,-89.5656,324.668,1705.68,-153.423,400.354,1655.02,-107.27,232.432,1617.3,-76.8426,309.525,1627.18,408.999,227.161,1635.41,322.56,-17.4111,1635.68,317.119,-16.5091,1433.32,405.092,226.936,1434.25
3393,0,-133.068,211.481,1696.25,-224.115,205.813,1641.35,-89.596,324.694,1705.69,-153.435,400.357,1655.01,-107.273,232.46,1617.31,-76.8517,309.535,1627.22,409.008,227.162,1635.4,322.559,-17.4051,1635.67,317.108,-16.5019,1433.33,405.07,226.936,1434.26
3394,0,-133.101,211.512,1696.26,-224.114,205.817,1641.35,-89.6302,324.713,1705.7,-153.447,400.355,1655,-107.291,232.469,1617.32,-76.8772,309.557,1627.22,409.009,227.165,1635.41,322.56,-17.41,1635.67,317.119,-16.5232,1433.3,405.08,226.926,1434.26
3395,0,-133.111,211.51,1696.29,-224.128,205.827,1641.36,-89.6435,324.733,1705.71,-153.464,400.368,1655,-107.307,232.493,1617.33,-76.8822,309.585,1627.24,408.993,227.152,1635.4,322.551,-17.4087,1635.67,317.126,-16.5105,1433.31,405.088,226.926,1434.25
3396,0,-133.135,211.541,1696.29,-224.134,205.836,1641.37,-89.6577,324.749,1705.71,-153.475,400.362,1655.01,-107.322,232.501,1617.35,-76.904,309.599,1627.27,408.988,227.174,1635.42,322.543,-17.3963,1635.67,317.122,-16.5074,1433.32,405.086,226.935,1434.25
3397,0,-133.154,211.547,1696.3,-224.318,205.93,1641.57,-89.6764,324.757,1705.72,-153.5,400.37,1655,-107.335,232.506,1617.35,-76.9198,309.607,1627.28,408.959,227.185,1635.42,322.541,-17.4028,1635.68,317.135,-16.5174,1433.31,405.087,226.933,1434.25
3398,0,-133.159,211.553,1696.3,-224.316,205.924,1641.57,-89.6814,324.752,1705.73,-153.496,400.371,1655,-107.34,232.5,1617.36,-76.9239,309.603,1627.27,409.524,226.779,1634.97,322.556,-17.4152,1635.67,317.147,-16.5172,1433.32,405.091,226.919,1434.25
3399,0,-133.181,211.561,1696.32,-224.338,205.932,1641.58,-89.6958,324.763,1705.74,-153.508,400.382,1655.01,-107.345,232.519,1617.36,-76.956,309.619,1627.29,409.018,227.151,1635.41,322.577,-17.4152,1635.66,317.127,-16.5128,1433.32,405.081,226.933,1434.26
3400,0,-133.194,211.576,1696.33,-224.215,205.866,1641.44,-89.7062,324.774,1705.74,-153.515,400.382,1655.01,-107.365,232.51,1617.38,-76.9442,309.601,1627.31,409.007,227.148,1635.4,322.589,-17.4196,1635.67,317.131,-16.5145,1433.32,405.096,226.927,1434.25
3401,0,-133.198,211.563,1696.34,-224.22,205.867,1641.44,-89.6998,324.76,1705.74,-153.51,400.383,1655.01,-107.357,232.48,1617.39,-76.9455,309.598,1627.32,409.041,227.149,1635.4,322.599,-17.4257,1635.67,317.147,-16.5226,1433.31,405.099,226.909,1434.25
3402,0,-133.2,211.564,1696.34,-224.343,205.922,1641.6,-89.6998,324.769,1705.75,-153.507,400.375,1655,-107.373,232.499,1617.39,-76.9618,309.61,1627.3,409.054,227.143,1635.41,322.61,-17.4271,1635.66,317.142,-16.5176,1433.32,405.103,226.922,1434.24
3403,0,-133.194,211.568,1696.34,-224.221,205.858,1641.43,-89.7019,324.776,1705.74,-153.51,400.369,1655,-107.368,232.496,1617.38,-76.9532,309.604,1627.29,409.071,227.132,1635.41,322.615,-17.4246,1635.68,317.16,-16.535,1433.31,405.112,226.929,1434.25
3404,0,-133.187,211.573,1696.34,-224.207,205.848,1641.44,-89.6966,324.775,1705.74,-153.539,400.383,1655.02,-107.356,232.501,1617.38,-76.9664,309.607,1627.31,409.065,227.135,1635.42,322.625,-17.4247,1635.68,317.147,-16.5264,1433.31,405.11,226.922,1434.25
3405,0,-133.169,211.563,1696.34,-224.202,205.85,1641.45,-89.6941,324.769,1705.73,-153.527,400.376,1655,-107.343,232.493,1617.38,-76.9591,309.615,1627.3,409.057,227.145,1635.43,322.623,-17.4309,1635.67,317.131,-16.514,1433.31,405.106,226.92,1434.24
3406,0,-133.152,211.564,1696.34,-224.183,205.838,1641.44,-89.6829,324.775,1705.73,-153.531,400.366,1655.01,-107.336,232.492,1617.39,-76.9482,309.62,1627.3,409.046,227.144,1635.43,322.638,-17.426,1635.67,317.133,-16.5205,1433.32,405.099,226.918,1434.26
3407,0,-133.133,211.536,1696.36,-224.16,205.83,1641.44,-89.6789,324.775,1705.74,-153.543,400.376,1655.03,-107.304,232.508,1617.38,-76.9242,309.623,1627.3,409.025,227.158,1635.44,322.627,-17.4327,1635.67,317.145,-16.5188,1433.32,405.1,226.925,1434.25
3408,0,-133.117,211.54,1696.34,-224.265,205.88,1641.6,-89.669,324.777,1705.75,-153.523,400.35,1655.01,-107.301,232.506,1617.36,-76.9304,309.639,1627.29,409.012,227.17,1635.45,322.622,-17.4291,1635.67,317.134,-16.5104,1433.32,405.11,226.913,1434.24
3409,0,-133.089,211.525,1696.33,-224.13,205.811,1641.43,-89.6539,324.765,1705.74,-153.507,400.352,1655.02,-107.274,232.505,1617.36,-76.9133,309.636,1627.29,408.999,227.17,1635.46,322.612,-17.4293,1635.68,317.143,-16.5202,1433.32,405.118,226.915,1434.25
3410,0,-133.067,211.51,1696.31,-224.23,205.862,1641.58,-89.6501,324.757,1705.73,-153.507,400.355,1655.02,-107.268,232.494,1617.36,-76.8989,309.626,1627.29,408.98,227.186,1635.47,322.625,-17.4316,1635.67,317.143,-16.5274,1433.31,405.097,226.918,1434.25
3411,0,-133.047,211.493,1696.32,-224.094,205.785,1641.42,-89.6231,324.742,1705.73,-153.487,400.338,1655.02,-107.254,232.496,1617.36,-76.8705,309.621,1627.29,408.966,227.188,1635.48,322.613,-17.4264,1635.67,317.131,-16.5204,1433.31,405.097,226.922,1434.25
