rec_time	UTC	Dikablis Professional_Eye Data_Original_Left Eye_Pupil X	Dikablis Professional_Eye Data_Original_Left Eye_Pupil Y	Dikablis Professional_Eye Data_Original_Right Eye_Pupil X	Dikablis Professional_Eye Data_Original_Right Eye_Pupil Y
00:00:29.683	1443463529535	166.802	130.834		
00:00:29.688	1443463529540			199.457	126.483
00:00:29.700	1443463529552	163.759	130.51		
00:00:29.704	1443463529556			196.296	127.558
00:00:29.717	1443463529569	155.838	132.111		
00:00:29.721	1443463529573			190.162	128.102
00:00:29.733	1443463529585	149.098	131.689		
00:00:29.737	1443463529589				
00:00:29.738	1443463529590			0	0
00:00:29.750	1443463529602	144.389	132.805		
00:00:29.754	1443463529606			0	0
00:00:29.767	1443463529619	142.223	132.115		
00:00:29.771	1443463529623			0	0
00:00:29.783	1443463529635	141.397	132.724		
00:00:29.788	1443463529640			0	0
00:00:29.800	1443463529652	140.305	132.16		
00:00:29.804	1443463529656			0	0
00:00:29.817	1443463529669	139.255	132.866		
00:00:29.821	1443463529673			0	0
00:00:29.833	1443463529685	138.4	132.487		
00:00:29.837	1443463529689				
00:00:29.838	1443463529690			0	0
00:00:29.850	1443463529702	137.496	133.085		
00:00:29.854	1443463529706			0	0
00:00:29.867	1443463529719	136.498	132.762		
00:00:29.871	1443463529723			0	0
00:00:29.883	1443463529735	0	0		
00:00:29.888	1443463529740			0	0
00:00:29.900	1443463529752	134.289	133.215		
00:00:29.904	1443463529756			0	0
00:00:29.917	1443463529769	0	0		
00:00:29.921	1443463529773			0	0
00:00:29.933	1443463529785	0	0		
00:00:29.937	1443463529789				
00:00:29.938	1443463529790			0	0
00:00:29.950	1443463529802	0	0		
00:00:29.954	1443463529806			0	0
00:00:29.967	1443463529819	0	0		
00:00:29.971	1443463529823			0	0
00:00:29.983	1443463529835	0	0		
00:00:29.988	1443463529840			0	0
00:00:30.000	1443463529852	0	0		
00:00:30.004	1443463529856			0	0
00:00:30.017	1443463529869	0	0		
00:00:30.021	1443463529873			0	0
00:00:30.033	1443463529885	0	0		
00:00:30.037	1443463529889				
00:00:30.038	1443463529890			0	0
00:00:30.050	1443463529902	0	0		
00:00:30.054	1443463529906			0	0
00:00:30.067	1443463529919	0	0		
00:00:30.071	1443463529923			0	0
00:00:30.083	1443463529935	0	0		
00:00:30.088	1443463529940			0	0
00:00:30.100	1443463529952	0	0		
00:00:30.104	1443463529956			0	0
00:00:30.117	1443463529969	0	0		
00:00:30.121	1443463529973			0	0
00:00:30.133	1443463529985	0	0		
00:00:30.137	1443463529989				
00:00:30.138	1443463529990			0	0
00:00:30.150	1443463530002	0	0		
00:00:30.154	1443463530006			0	0
00:00:30.167	1443463530019	0	0		
00:00:30.171	1443463530023			0	0
00:00:30.183	1443463530035	0	0		
00:00:30.188	1443463530040			0	0
00:00:30.200	1443463530052	0	0		
00:00:30.204	1443463530056			0	0
00:00:30.217	1443463530069	0	0		
00:00:30.221	1443463530073			0	0
00:00:30.233	1443463530085	0	0		
00:00:30.237	1443463530089				
00:00:30.238	1443463530090			0	0
00:00:30.250	1443463530102	0	0		
00:00:30.254	1443463530106			0	0
00:00:30.267	1443463530119	0	0		
00:00:30.271	1443463530123			0	0
00:00:30.283	1443463530135	0	0		
00:00:30.288	1443463530140			0	0
00:00:30.300	1443463530152	0	0		
00:00:30.304	1443463530156			0	0
00:00:30.317	1443463530169	0	0		
00:00:30.321	1443463530173			0	0
00:00:30.333	1443463530185	0	0		
00:00:30.337	1443463530189				
00:00:30.338	1443463530190			0	0
00:00:30.350	1443463530202	0	0		
00:00:30.354	1443463530206			0	0
00:00:30.367	1443463530219	0	0		
00:00:30.371	1443463530223			0	0
00:00:30.383	1443463530235	0	0		
00:00:30.388	1443463530240			0	0
00:00:30.400	1443463530252	0	0		
00:00:30.404	1443463530256			0	0
00:00:30.417	1443463530269	0	0		
00:00:30.421	1443463530273			0	0
00:00:30.433	1443463530285	0	0		
00:00:30.437	1443463530289				
00:00:30.438	1443463530290			0	0
00:00:30.450	1443463530302	0	0		
00:00:30.454	1443463530306			0	0
00:00:30.467	1443463530319	0	0		
00:00:30.471	1443463530323			0	0
00:00:30.483	1443463530335	0	0		
00:00:30.488	1443463530340			0	0
00:00:30.500	1443463530352	0	0		
00:00:30.504	1443463530356			0	0
00:00:30.517	1443463530369	0	0		
00:00:30.521	1443463530373			0	0
00:00:30.533	1443463530385	0	0		
00:00:30.537	1443463530389				
00:00:30.538	1443463530390			0	0
00:00:30.550	1443463530402	0	0		
00:00:30.554	1443463530406			0	0
00:00:30.567	1443463530419	0	0		
00:00:30.571	1443463530423			0	0
00:00:30.583	1443463530435	0	0		
00:00:30.588	1443463530440			0	0
00:00:30.600	1443463530452	0	0		
00:00:30.604	1443463530456			0	0
00:00:30.617	1443463530469	0	0		
00:00:30.621	1443463530473			0	0
00:00:30.633	1443463530485	0	0		
00:00:30.637	1443463530489				
00:00:30.638	1443463530490			0	0
00:00:30.650	1443463530502	0	0		
00:00:30.654	1443463530506			0	0
00:00:30.667	1443463530519	0	0		
00:00:30.671	1443463530523			0	0
00:00:30.683	1443463530535	0	0		
00:00:30.688	1443463530540			0	0
00:00:30.700	1443463530552	0	0		
00:00:30.704	1443463530556			140.569	153.586
00:00:30.717	1443463530569	0	0		
00:00:30.721	1443463530573			0	0
00:00:30.733	1443463530585	0	0		
00:00:30.737	1443463530589				
00:00:30.738	1443463530590			140.463	150.773
00:00:30.750	1443463530602	0	0		
00:00:30.754	1443463530606			0	0
00:00:30.767	1443463530619	0	0		
00:00:30.771	1443463530623			0	0
00:00:30.783	1443463530635	0	0		
00:00:30.788	1443463530640			0	0
00:00:30.800	1443463530652	0	0		
00:00:30.804	1443463530656			0	0
00:00:30.817	1443463530669	0	0		
00:00:30.821	1443463530673			0	0
00:00:30.833	1443463530685	0	0		
00:00:30.837	1443463530689				
00:00:30.838	1443463530690			0	0
00:00:30.850	1443463530702	0	0		
00:00:30.854	1443463530706			0	0
00:00:30.867	1443463530719	0	0		
00:00:30.871	1443463530723			0	0
00:00:30.883	1443463530735	0	0		
00:00:30.888	1443463530740			0	0
00:00:30.900	1443463530752	0	0		
00:00:30.904	1443463530756			0	0
00:00:30.917	1443463530769	0	0		
00:00:30.921	1443463530773			0	0
00:00:30.933	1443463530785	0	0		
00:00:30.937	1443463530789				
00:00:30.938	1443463530790			0	0
00:00:30.950	1443463530802	0	0		
00:00:30.954	1443463530806			0	0
00:00:30.967	1443463530819	0	0		
00:00:30.971	1443463530823			0	0
00:00:30.983	1443463530835	0	0		
00:00:30.988	1443463530840			0	0
00:00:31.000	1443463530852	0	0		
00:00:31.004	1443463530856			0	0
00:00:31.017	1443463530869	0	0		
00:00:31.021	1443463530873			0	0
00:00:31.033	1443463530885	0	0		
00:00:31.037	1443463530889				
00:00:31.038	1443463530890			0	0
00:00:31.050	1443463530902	0	0		
00:00:31.054	1443463530906			0	0
00:00:31.067	1443463530919	0	0		
00:00:31.071	1443463530923			0	0
00:00:31.083	1443463530935	0	0		
00:00:31.088	1443463530940			0	0
00:00:31.100	1443463530952	0	0		
00:00:31.104	1443463530956			0	0
00:00:31.117	1443463530969	0	0		
00:00:31.121	1443463530973			0	0
00:00:31.133	1443463530985	0	0		
00:00:31.137	1443463530989				
00:00:31.138	1443463530990			0	0
00:00:31.150	1443463531002	0	0		
00:00:31.154	1443463531006			0	0
00:00:31.167	1443463531019	0	0		
00:00:31.171	1443463531023			0	0
00:00:31.183	1443463531035	0	0		
00:00:31.188	1443463531040			0	0
00:00:31.200	1443463531052	0	0		
00:00:31.204	1443463531056			0	0
00:00:31.217	1443463531069	0	0		
00:00:31.221	1443463531073			0	0
00:00:31.233	1443463531085	0	0		
00:00:31.237	1443463531089				
00:00:31.238	1443463531090			0	0
00:00:31.250	1443463531102	0	0		
00:00:31.254	1443463531106			0	0
00:00:31.267	1443463531119	0	0		
00:00:31.271	1443463531123			0	0
00:00:31.283	1443463531135	0	0		
00:00:31.288	1443463531140			0	0
00:00:31.300	1443463531152	0	0		
00:00:31.304	1443463531156			0	0
00:00:31.317	1443463531169	0	0		
00:00:31.321	1443463531173			0	0
00:00:31.333	1443463531185	0	0		
00:00:31.337	1443463531189				
00:00:31.338	1443463531190			0	0
00:00:31.350	1443463531202	0	0		
00:00:31.354	1443463531206			0	0
00:00:31.367	1443463531219	0	0		
00:00:31.371	1443463531223			0	0
00:00:31.383	1443463531235	0	0		
00:00:31.388	1443463531240			0	0
00:00:31.400	1443463531252	0	0		
00:00:31.404	1443463531256			0	0
00:00:31.417	1443463531269	0	0		
00:00:31.421	1443463531273			0	0
00:00:31.433	1443463531285	0	0		
00:00:31.437	1443463531289				
00:00:31.438	1443463531290			0	0
00:00:31.450	1443463531302	0	0		
00:00:31.454	1443463531306			0	0
00:00:31.467	1443463531319	0	0		
00:00:31.471	1443463531323			0	0
00:00:31.483	1443463531335	0	0		
00:00:31.488	1443463531340			0	0
00:00:31.500	1443463531352	0	0		
00:00:31.504	1443463531356			0	0
00:00:31.517	1443463531369	0	0		
00:00:31.521	1443463531373			0	0
00:00:31.533	1443463531385	0	0		
00:00:31.537	1443463531389				
00:00:31.538	1443463531390			140.863	150.83
00:00:31.550	1443463531402	0	0		
00:00:31.554	1443463531406			0	0
00:00:31.567	1443463531419	0	0		
00:00:31.571	1443463531423			140.683	151.437
00:00:31.583	1443463531435	0	0		
00:00:31.588	1443463531440			0	0
00:00:31.600	1443463531452	0	0		
00:00:31.604	1443463531456			140.682	151.774
00:00:31.617	1443463531469	0	0		
00:00:31.621	1443463531473			140.246	151.866
00:00:31.633	1443463531485	0	0		
00:00:31.637	1443463531489				
00:00:31.638	1443463531490			0	0
00:00:31.650	1443463531502	0	0		
00:00:31.654	1443463531506			0	0
00:00:31.667	1443463531519	0	0		
00:00:31.671	1443463531523			0	0
00:00:31.683	1443463531535	0	0		
00:00:31.688	1443463531540			140.69	151.671
00:00:31.700	1443463531552	0	0		
00:00:31.704	1443463531556			0	0
00:00:31.717	1443463531569	0	0		
00:00:31.721	1443463531573			0	0
00:00:31.733	1443463531585	0	0		
00:00:31.737	1443463531589				
00:00:31.738	1443463531590			0	0
00:00:31.750	1443463531602	0	0		
00:00:31.754	1443463531606			0	0
00:00:31.767	1443463531619	0	0		
00:00:31.771	1443463531623			0	0
00:00:31.783	1443463531635	0	0		
00:00:31.788	1443463531640			0	0
00:00:31.800	1443463531652	0	0		
00:00:31.804	1443463531656			0	0
00:00:31.817	1443463531669	0	0		
00:00:31.821	1443463531673			0	0
00:00:31.833	1443463531685	0	0		
00:00:31.837	1443463531689				
00:00:31.838	1443463531690			0	0
00:00:31.850	1443463531702	101.319	155.432		
00:00:31.854	1443463531706			0	0
00:00:31.867	1443463531719	101.135	155.187		
00:00:31.871	1443463531723			0	0
00:00:31.883	1443463531735	101.062	156.159		
00:00:31.888	1443463531740			0	0
00:00:31.900	1443463531752	100.916	155.768		
00:00:31.904	1443463531756			0	0
00:00:31.917	1443463531769	100.882	156.53		
00:00:31.921	1443463531773			0	0
00:00:31.933	1443463531785	100.859	156.122		
00:00:31.937	1443463531789				
00:00:31.938	1443463531790			0	0
00:00:31.950	1443463531802	0	0		
00:00:31.954	1443463531806			0	0
00:00:31.967	1443463531819	100.592	156.564		
00:00:31.971	1443463531823			0	0
00:00:31.983	1443463531835	0	0		
00:00:31.988	1443463531840			0	0
00:00:32.000	1443463531852	100.677	156.894		
00:00:32.004	1443463531856			0	0
00:00:32.017	1443463531869	100.661	157.736		
00:00:32.021	1443463531873			148.447	156.436
00:00:32.033	1443463531885	100.548	157.586		
00:00:32.037	1443463531889				
00:00:32.038	1443463531890			148.754	157.311
00:00:32.050	1443463531902	101.174	158.924		
00:00:32.054	1443463531906			149.218	158.258
00:00:32.067	1443463531919	103.486	161.239		
00:00:32.071	1443463531923			151.838	162.877
00:00:32.083	1443463531935	103.486	161.239		
00:00:32.088	1443463531940			154.176	166.926
00:00:32.100	1443463531952	109.928	170.141		
00:00:32.104	1443463531956			156.743	171.361
00:00:32.117	1443463531969	113.079	173.818		
00:00:32.121	1443463531973			159.437	173.194
00:00:32.133	1443463531985	113.079	173.818		
00:00:32.137	1443463531989				
00:00:32.138	1443463531990			160.349	174.488
00:00:32.150	1443463532002	114.266	175.67		
00:00:32.154	1443463532006			160.486	173.862
00:00:32.167	1443463532019	114.482	174.986		
00:00:32.171	1443463532023			160.8	174.514
00:00:32.183	1443463532035	114.482	174.986		
00:00:32.188	1443463532040			161.024	173.859
00:00:32.200	1443463532052	114.489	175.243		
00:00:32.204	1443463532056			161.308	174.508
00:00:32.217	1443463532069	114.531	176.136		
00:00:32.221	1443463532073			161.635	173.996
00:00:32.233	1443463532085	114.531	176.136		
00:00:32.237	1443463532089				
00:00:32.238	1443463532090			161.858	174.536
00:00:32.250	1443463532102	114.577	176.116		
00:00:32.254	1443463532106			162.181	173.879
00:00:32.267	1443463532119	114.677	175.488		
00:00:32.271	1443463532123			162.476	174.422
00:00:32.283	1443463532135	114.677	175.488		
00:00:32.288	1443463532140			162.612	173.744
00:00:32.300	1443463532152	114.686	175.469		
00:00:32.304	1443463532156			162.91	174.281
00:00:32.317	1443463532169	115.262	176.108		
00:00:32.321	1443463532173			163.053	173.682
00:00:32.333	1443463532185	115.262	176.108		
00:00:32.337	1443463532189				
00:00:32.338	1443463532190			163.289	174.133
00:00:32.350	1443463532202	115.286	175.405		
00:00:32.354	1443463532206			162.769	174.073
00:00:32.367	1443463532219	111.379	178.594		
00:00:32.371	1443463532223			159.315	176.805
00:00:32.383	1443463532235	111.379	178.594		
00:00:32.388	1443463532240			158.334	176.721
00:00:32.400	1443463532252	109.72	179.669		
00:00:32.404	1443463532256			158.609	177.472
00:00:32.417	1443463532269	109.841	179.624		
00:00:32.421	1443463532273			158.772	176.698
00:00:32.433	1443463532285	109.841	179.624		
00:00:32.437	1443463532289				
00:00:32.438	1443463532290			159.836	177.452
00:00:32.450	1443463532302	110.858	179.459		
00:00:32.454	1443463532306			159.836	177.452
00:00:32.467	1443463532319	110.858	179.459		
00:00:32.471	1443463532323			159.836	177.452
00:00:32.483	1443463532335	110.858	179.459		
00:00:32.488	1443463532340			159.836	177.452
00:00:32.500	1443463532352	110.858	179.459		
00:00:32.504	1443463532356			159.836	177.452
00:00:32.517	1443463532369	111.157	179.562		
00:00:32.521	1443463532373			160.053	176.795
00:00:32.533	1443463532385	111.157	179.562		
00:00:32.537	1443463532389				
00:00:32.538	1443463532390			160.188	177.451
00:00:32.550	1443463532402	111.302	178.89		
00:00:32.554	1443463532406			161.092	177.122
00:00:32.567	1443463532419	114.534	179.624		
00:00:32.571	1443463532423			163.463	178.715
00:00:32.583	1443463532435	114.534	179.624		
00:00:32.588	1443463532440			163.198	178.063
00:00:32.600	1443463532452	115.099	180.43		
00:00:32.604	1443463532456			163.459	178.689
00:00:32.617	1443463532469	114.976	180.304		
00:00:32.621	1443463532473			163.74	177.976
00:00:32.633	1443463532485	114.976	180.304		
00:00:32.637	1443463532489				
00:00:32.638	1443463532490			164.003	178.496
00:00:32.650	1443463532502	115.392	179.639		
00:00:32.654	1443463532506			164.116	177.846
00:00:32.667	1443463532519	115.716	179.385		
00:00:32.671	1443463532523			164.138	178.522
00:00:32.683	1443463532535	115.716	179.385		
00:00:32.688	1443463532540			164.274	177.838
00:00:32.700	1443463532552	115.712	180.228		
00:00:32.704	1443463532556			164.39	178.398
00:00:32.717	1443463532569	115.651	179.263		
00:00:32.721	1443463532573			164.567	177.556
00:00:32.733	1443463532585	115.656	180.075		
00:00:32.737	1443463532589				
00:00:32.738	1443463532590			164.548	178.081
00:00:32.750	1443463532602	115.664	179.402		
00:00:32.754	1443463532606			164.692	177.432
00:00:32.767	1443463532619	115.69	179.927		
00:00:32.771	1443463532623			164.844	177.942
00:00:32.783	1443463532635	115.856	179.17		
00:00:32.788	1443463532640			164.935	177.195
00:00:32.800	1443463532652	116.311	179.628		
00:00:32.804	1443463532656			164.935	177.195
00:00:32.817	1443463532669	116.375	179.016		
00:00:32.821	1443463532673			164.919	177.044
00:00:32.833	1443463532685	116.117	179.145		
00:00:32.837	1443463532689				
00:00:32.838	1443463532690			165.051	176.629
00:00:32.850	1443463532702	116.375	178.157		
00:00:32.854	1443463532706			165.051	176.629
00:00:32.867	1443463532719	117.741	176.317		
00:00:32.871	1443463532723			166.009	165.86
00:00:32.883	1443463532735	118.528	169.609		
00:00:32.888	1443463532740			164.988	161.386
00:00:32.900	1443463532752	88.432	183.982		
00:00:32.904	1443463532756			164.988	161.386
00:00:32.917	1443463532769	118.444	161.13		
00:00:32.921	1443463532773			164.019	155.436
00:00:32.933	1443463532785	118.591	158.921		
00:00:32.937	1443463532789				
00:00:32.938	1443463532790			163.37	154.284
00:00:32.950	1443463532802	118.569	156.154		
00:00:32.954	1443463532806			163.37	154.284
00:00:32.967	1443463532819	87.878	177.292		
00:00:32.971	1443463532823			162.532	152.636
00:00:32.983	1443463532835	117.626	153.57		
00:00:32.988	1443463532840			162.777	151.945
00:00:33.000	1443463532852	90.128	173.371		
00:00:33.004	1443463532856			162.777	151.945
00:00:33.017	1443463532869	83.414	176.546		
00:00:33.021	1443463532873			162.882	151.689
00:00:33.033	1443463532885	116.855	153.921		
00:00:33.037	1443463532889				
00:00:33.038	1443463532890			162.871	152.15
00:00:33.050	1443463532902	116.611	153.254		
00:00:33.054	1443463532906			162.871	152.15
00:00:33.067	1443463532919	116.337	153.809		
00:00:33.071	1443463532923			162.904	151.924
00:00:33.083	1443463532935	116.011	153.357		
00:00:33.088	1443463532940			162.827	151.374
00:00:33.100	1443463532952	115.943	153.805		
00:00:33.104	1443463532956			162.827	151.374
00:00:33.117	1443463532969	115.783	153.099		
00:00:33.121	1443463532973			162.716	151.803
00:00:33.133	1443463532985	115.843	153.482		
00:00:33.137	1443463532989				
00:00:33.138	1443463532990			162.535	151.846
00:00:33.150	1443463533002	115.671	152.878		
00:00:33.154	1443463533006			162.535	151.846
00:00:33.167	1443463533019	115.538	153.432		
00:00:33.171	1443463533023			162.533	151.103
00:00:33.183	1443463533035	115.401	152.679		
00:00:33.188	1443463533040			162.295	150.795
00:00:33.200	1443463533052	115.324	153.18		
00:00:33.204	1443463533056			162.295	150.795
00:00:33.217	1443463533069	115.33	152.391		
00:00:33.221	1443463533073			162.274	151.131
00:00:33.233	1443463533085	115.265	152.757		
00:00:33.237	1443463533089				
00:00:33.238	1443463533090			161.886	150.913
00:00:33.250	1443463533102	115.235	152.053		
00:00:33.254	1443463533106			161.886	150.913
00:00:33.267	1443463533119	113.294	153.195		
00:00:33.271	1443463533123			159.627	150.58
00:00:33.283	1443463533135	110.313	152.691		
00:00:33.288	1443463533140			155.034	150.849
00:00:33.300	1443463533152	108.402	153.031		
00:00:33.304	1443463533156			155.034	150.849
00:00:33.317	1443463533169	108.067	151.514		
00:00:33.321	1443463533173			0	0
00:00:33.333	1443463533185	108.497	151.574		
00:00:33.337	1443463533189				
00:00:33.338	1443463533190			0	0
00:00:33.350	1443463533202	108.498	150.588		
00:00:33.354	1443463533206			0	0
00:00:33.367	1443463533219	108.494	150.829		
00:00:33.371	1443463533223			0	0
00:00:33.383	1443463533235	108.582	149.626		
00:00:33.388	1443463533240			0	0
00:00:33.400	1443463533252	108.543	149.978		
00:00:33.404	1443463533256			0	0
00:00:33.417	1443463533269	108.618	148.781		
00:00:33.421	1443463533273			0	0
00:00:33.433	1443463533285	108.696	149.018		
00:00:33.437	1443463533289				
00:00:33.438	1443463533290			0	0
00:00:33.450	1443463533302	108.779	147.814		
00:00:33.454	1443463533306			0	0
00:00:33.467	1443463533319	0	0		
00:00:33.471	1443463533323			0	0
00:00:33.483	1443463533335	0	0		
00:00:33.488	1443463533340			0	0
00:00:33.500	1443463533352	0	0		
00:00:33.504	1443463533356			0	0
00:00:33.517	1443463533369	0	0		
00:00:33.521	1443463533373			0	0
00:00:33.533	1443463533385	0	0		
00:00:33.537	1443463533389				
00:00:33.538	1443463533390			0	0
00:00:33.550	1443463533402	0	0		
00:00:33.554	1443463533406			0	0
00:00:33.567	1443463533419	0	0		
00:00:33.571	1443463533423			0	0
00:00:33.583	1443463533435	0	0		
00:00:33.588	1443463533440			0	0
00:00:33.600	1443463533452	0	0		
00:00:33.604	1443463533456			0	0
00:00:33.617	1443463533469	0	0		
00:00:33.621	1443463533473			0	0
00:00:33.633	1443463533485	0	0		
00:00:33.637	1443463533489				
00:00:33.638	1443463533490			0	0
00:00:33.650	1443463533502	0	0		
00:00:33.654	1443463533506			0	0
00:00:33.667	1443463533519	0	0		
00:00:33.671	1443463533523			0	0
00:00:33.683	1443463533535	0	0		
00:00:33.688	1443463533540			0	0
00:00:33.700	1443463533552	0	0		
00:00:33.704	1443463533556			0	0
00:00:33.717	1443463533569	0	0		
00:00:33.721	1443463533573			0	0
00:00:33.733	1443463533585	0	0		
00:00:33.737	1443463533589				
00:00:33.738	1443463533590			0	0
00:00:33.750	1443463533602	0	0		
00:00:33.754	1443463533606			0	0
00:00:33.767	1443463533619	0	0		
00:00:33.771	1443463533623			0	0
00:00:33.783	1443463533635	0	0		
00:00:33.788	1443463533640			0	0
00:00:33.800	1443463533652	0	0		
00:00:33.804	1443463533656			0	0
00:00:33.817	1443463533669	0	0		
00:00:33.821	1443463533673			0	0
00:00:33.833	1443463533685	0	0		
00:00:33.837	1443463533689				
00:00:33.838	1443463533690			0	0
00:00:33.850	1443463533702	0	0		
00:00:33.854	1443463533706			0	0
00:00:33.867	1443463533719	0	0		
00:00:33.871	1443463533723			0	0
00:00:33.883	1443463533735	0	0		
00:00:33.888	1443463533740			0	0
00:00:33.900	1443463533752	0	0		
00:00:33.904	1443463533756			0	0
00:00:33.917	1443463533769	0	0		
00:00:33.921	1443463533773			0	0
00:00:33.933	1443463533785	0	0		
00:00:33.937	1443463533789				
00:00:33.938	1443463533790			0	0
00:00:33.950	1443463533802	0	0		
00:00:33.954	1443463533806			0	0
00:00:33.967	1443463533819	0	0		
00:00:33.971	1443463533823			0	0
00:00:33.983	1443463533835	0	0		
00:00:33.988	1443463533840			0	0
00:00:34.000	1443463533852	0	0		
00:00:34.004	1443463533856			0	0
00:00:34.017	1443463533869	0	0		
00:00:34.021	1443463533873			0	0
00:00:34.033	1443463533885	0	0		
00:00:34.037	1443463533889				
00:00:34.038	1443463533890			0	0
00:00:34.050	1443463533902	0	0		
00:00:34.054	1443463533906			0	0
00:00:34.067	1443463533919	0	0		
00:00:34.071	1443463533923			0	0
00:00:34.083	1443463533935	130.302	140.356		
00:00:34.088	1443463533940			169.854	141.548
00:00:34.100	1443463533952	131.215	145.078		
00:00:34.104	1443463533956			170.285	144.867
00:00:34.117	1443463533969	131.985	147.454		
00:00:34.121	1443463533973			171.102	148.13
00:00:34.133	1443463533985	132.051	150.397		
00:00:34.137	1443463533989				
00:00:34.138	1443463533990			171.322	149.38
00:00:34.150	1443463534002	132.058	151.255		
00:00:34.154	1443463534006			171.547	150.809
00:00:34.167	1443463534019	132.024	152.111		
00:00:34.171	1443463534023			171.935	150.311
00:00:34.183	1443463534035	132.018	151.595		
00:00:34.188	1443463534040			172.547	150.929
00:00:34.200	1443463534052	132.111	152.484		
00:00:34.204	1443463534056			172.84	150.479
00:00:34.217	1443463534069	132.149	151.944		
00:00:34.221	1443463534073			173.348	150.964
00:00:34.233	1443463534085	132.221	152.522		
00:00:34.237	1443463534089				
00:00:34.238	1443463534090			173.666	150.61
00:00:34.250	1443463534102	132.312	152.079		
00:00:34.254	1443463534106			173.755	151.247
00:00:34.267	1443463534119	132.473	152.779		
00:00:34.271	1443463534123			174.183	150.668
00:00:34.283	1443463534135	132.501	152.362		
00:00:34.288	1443463534140			174.452	151.42
00:00:34.300	1443463534152	132.593	153.21		
00:00:34.304	1443463534156			174.61	151.075
00:00:34.317	1443463534169	132.806	152.738		
00:00:34.321	1443463534173			174.74	151.827
00:00:34.333	1443463534185	132.543	153.808		
00:00:34.337	1443463534189				
00:00:34.338	1443463534190			175.051	151.321
00:00:34.350	1443463534202	132.631	153.39		
00:00:34.354	1443463534206			175.276	152.189
00:00:34.367	1443463534219	132.711	154.291		
00:00:34.371	1443463534223			175.485	151.794
00:00:34.383	1443463534235	132.586	153.98		
00:00:34.388	1443463534240			175.615	152.585
00:00:34.400	1443463534252	132.686	155.016		
00:00:34.404	1443463534256			175.807	152.115
00:00:34.417	1443463534269	132.752	155.255		
00:00:34.421	1443463534273			175.672	154.135
00:00:34.433	1443463534285	130.934	160.395		
00:00:34.437	1443463534289				
00:00:34.438	1443463534290			173.662	158.865
00:00:34.450	1443463534302	130.1	163.567		
00:00:34.454	1443463534306			173.222	163.359
00:00:34.467	1443463534319	130.378	168.224		
00:00:34.471	1443463534323			173.023	166.218
00:00:34.483	1443463534335	130.187	170.089		
00:00:34.488	1443463534340			172.849	169.426
00:00:34.500	1443463534352	127.736	172.474		
00:00:34.504	1443463534356			172.715	170.262
00:00:34.517	1443463534369	129.556	172.403		
00:00:34.521	1443463534373			173.156	170.833
00:00:34.533	1443463534385	133.161	171.927		
00:00:34.537	1443463534389				
00:00:34.538	1443463534390			173.384	170.46
00:00:34.550	1443463534402	129.587	172.501		
00:00:34.554	1443463534406			173.51	171.206
00:00:34.567	1443463534419	127.229	173.723		
00:00:34.571	1443463534423			173.604	170.814
00:00:34.583	1443463534435	127.774	172.512		
00:00:34.588	1443463534440			173.739	171.472
00:00:34.600	1443463534452	127.082	173.802		
00:00:34.604	1443463534456			173.978	170.947
00:00:34.617	1443463534469	129.583	172.882		
00:00:34.621	1443463534473			173.834	171.691
00:00:34.633	1443463534485	127.051	174.408		
00:00:34.637	1443463534489				
00:00:34.638	1443463534490			173.95	171.381
00:00:34.650	1443463534502	129.32	173.304		
00:00:34.654	1443463534506			174.087	172.151
00:00:34.667	1443463534519	129.63	174.395		
00:00:34.671	1443463534523			174.325	171.691
00:00:34.683	1443463534535	128.513	173.409		
00:00:34.688	1443463534540			174.338	172.332
00:00:34.700	1443463534552	126.117	175.277		
00:00:34.704	1443463534556			174.462	171.875
00:00:34.717	1443463534569	129.919	173.859		
00:00:34.721	1443463534573			174.749	172.578
00:00:34.733	1443463534585	128.818	175.577		
00:00:34.737	1443463534589				
00:00:34.738	1443463534590			175.423	172.905
00:00:34.750	1443463534602	128.818	175.577		
00:00:34.754	1443463534606			175.423	172.905
00:00:34.767	1443463534619	128.818	175.577		
00:00:34.771	1443463534623			175.423	172.905
00:00:34.783	1443463534635	128.818	175.577		
00:00:34.788	1443463534640			175.423	172.905
00:00:34.800	1443463534652	128.818	175.577		
00:00:34.804	1443463534656			175.981	172.401
00:00:34.817	1443463534669	133.452	176.178		
00:00:34.821	1443463534673			179.537	173.482
00:00:34.833	1443463534685	136.344	175.952		
00:00:34.837	1443463534689				
00:00:34.838	1443463534690			181.079	172.595
00:00:34.850	1443463534702	136.599	175.184		
00:00:34.854	1443463534706			180.978	172.901
00:00:34.867	1443463534719	136.999	175.583		
00:00:34.871	1443463534723			181.388	172.279
00:00:34.883	1443463534735	141.696	173.604		
00:00:34.888	1443463534740			181.672	172.831
00:00:34.900	1443463534752	137.197	175.658		
00:00:34.904	1443463534756			181.671	172.16
00:00:34.917	1443463534769	134.172	173.137		
00:00:34.921	1443463534773			181.654	172.778
00:00:34.933	1443463534785	137.146	175.532		
00:00:34.937	1443463534789				
00:00:34.938	1443463534790			181.936	172.13
00:00:34.950	1443463534802	137.189	174.914		
00:00:34.954	1443463534806			182.044	172.655
00:00:34.967	1443463534819	137.054	175.407		
00:00:34.971	1443463534823			182.129	171.971
00:00:34.983	1443463534835	137.507	174.675		
00:00:34.988	1443463534840			182.344	172.56
00:00:35.000	1443463534852	137.514	175.292		
00:00:35.004	1443463534856			182.465	171.837
