
Trajectories
120
,,Wand:Proximal,,,Wand:Middle,,,Wand:Distal,,,Wand:Tip,,,PastaBox:Top,,,PastaBox:Middle,,,PastaBox:Bottom,,,PastaBox:Side,,,HandRB:Hand1,,,HandRB:Hand2,,,HandRB:Hand3,,,HandRB:Hand4,,,Dikablis:Head1,,,Dikablis:Head2,,,Dikablis:Head3,,,Dikablis:Head4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
43,0,-1.68734,1033.59,1019.05,6.51135,947.202,980.781,15.8892,860.378,942.304,19.1129,829.927,931.074,,,,,,,,,,,,,-532.855,204.18,831.119,-503.406,255.304,846.48,-519.358,211.779,792.29,-490.963,260.307,809.229,-510.468,374.75,1644.03,-612.62,340.736,1619.18,-500.483,494.288,1656.04,-593.247,547.578,1635.95
44,0,-1.69931,1033.58,1019.03,6.47896,947.2,980.784,15.9014,860.363,942.282,19.0772,829.889,931.087,,,,,,,,,,,,,-532.944,204.093,831.009,-503.447,255.3,846.467,-519.401,211.702,792.309,-490.978,260.265,809.245,-510.504,374.756,1644.03,-612.368,340.715,1619.39,-500.522,494.293,1656.04,-593.288,547.578,1635.95
45,0,-1.71731,1033.59,1019.01,6.49904,947.196,980.749,15.9098,860.349,942.273,19.0066,829.835,931.111,,,,,,,,,,,,,-532.976,204.012,830.967,-503.477,255.28,846.472,-519.415,211.739,792.299,-491.025,260.273,809.241,-510.551,374.761,1644.02,-612.683,340.807,1619.18,-500.555,494.281,1656.02,-593.339,547.581,1635.95
46,0,-1.71464,1033.59,1018.97,6.48503,947.194,980.723,15.8936,860.348,942.274,18.9826,829.793,931.104,,,,,,,,,,,,,-532.992,204.031,830.995,-503.509,255.268,846.482,-519.455,211.706,792.329,-491.07,260.253,809.239,-510.603,374.766,1644.02,-612.5,340.724,1619.41,-500.599,494.29,1656.02,-593.399,547.593,1635.97
47,0,-1.7291,1033.59,1018.95,6.47138,947.186,980.721,15.8664,860.331,942.286,19.4804,830.463,930.929,,,,,,,,,,,,,-533.049,203.925,831.036,-503.541,255.279,846.485,-519.491,211.662,792.352,-491.09,260.245,809.235,-510.645,374.755,1644.02,-612.544,340.71,1619.39,-500.644,494.289,1656.02,-593.418,547.607,1635.96
48,0,-1.74146,1033.6,1018.91,6.44176,947.176,980.71,15.8685,860.33,942.28,19.4823,830.436,930.936,,,,,,,,,,,,,-533.067,203.959,831.014,-503.578,255.25,846.492,-519.516,211.66,792.371,-491.111,260.203,809.264,-510.693,374.77,1644.03,-612.6,340.743,1619.4,-500.673,494.29,1656.02,-593.473,547.62,1635.96
49,0,-1.74013,1033.6,1018.86,6.45155,947.18,980.671,15.8596,860.326,942.271,19.4799,830.435,930.934,,,,,,,,,,,,,-533.077,204.013,831.034,-503.614,255.254,846.477,-519.551,211.615,792.397,-491.138,260.202,809.251,-510.75,374.759,1644.02,-612.658,340.732,1619.4,-500.718,494.291,1656.02,-593.515,547.628,1635.96
50,0,-1.74903,1033.6,1018.84,6.44761,947.182,980.656,15.8778,860.306,942.257,19.4602,830.443,930.939,,,,,,,,,,,,,-533.146,203.841,831.105,-503.642,255.214,846.473,-519.574,211.617,792.393,-491.178,260.17,809.258,-510.787,374.753,1644.01,-612.706,340.771,1619.37,-500.764,494.291,1656,-593.539,547.62,1635.95
51,0,-1.75355,1033.62,1018.78,6.45171,947.192,980.615,15.858,860.321,942.257,19.4744,830.435,930.926,,,,,,,,,,,,,-533.163,203.895,831.076,-503.66,255.253,846.47,-519.597,211.581,792.392,-491.188,260.138,809.281,-510.844,374.769,1644,-612.77,340.753,1619.42,-500.796,494.288,1656.01,-593.589,547.637,1635.95
52,0,-1.74424,1033.64,1018.71,6.45926,947.197,980.57,15.8805,860.32,942.236,19.4926,830.451,930.926,,,,,,,,,,,,,-533.253,203.703,831.165,-503.684,255.201,846.483,-519.617,211.545,792.389,-491.204,260.145,809.259,-510.885,374.765,1644.01,-613.224,340.81,1619.27,-500.842,494.279,1656.01,-593.625,547.638,1635.96
53,0,-1.7402,1033.65,1018.65,6.47629,947.224,980.523,15.8718,860.323,942.222,19.4853,830.448,930.931,,,,,,,,,,,,,-533.291,203.652,831.239,-503.705,255.212,846.487,-519.639,211.519,792.43,-491.225,260.111,809.298,-510.967,374.794,1643.99,-612.839,340.77,1619.34,-500.881,494.295,1656,-593.667,547.647,1635.96
54,0,-1.74832,1033.66,1018.62,6.48767,947.238,980.483,15.884,860.33,942.216,19.4848,830.419,930.924,,,,,,,,,,,,,-533.245,203.813,831.243,-503.728,255.178,846.505,-519.676,211.491,792.458,-491.245,260.089,809.313,-511.034,374.808,1643.97,-613.252,340.813,1619.27,-500.922,494.291,1656.01,-593.713,547.644,1635.96
55,0,-1.76109,1033.68,1018.56,6.4919,947.255,980.436,15.8812,860.334,942.202,19.5058,830.441,930.93,,,,,,,,,,,,,-533.313,203.729,831.158,-503.743,255.17,846.513,-519.708,211.491,792.464,-491.257,260.06,809.354,-511.073,374.792,1643.96,-612.949,340.787,1619.33,-500.959,494.297,1655.99,-593.752,547.646,1635.96
56,0,-1.77466,1033.68,1018.55,6.49675,947.269,980.429,15.879,860.348,942.215,19.5134,830.453,930.931,,,,,,,,,,,,,-533.301,203.791,831.143,-503.762,255.144,846.515,-519.719,211.444,792.461,-491.286,260.047,809.351,-511.117,374.801,1643.94,-613.054,340.748,1619.4,-500.987,494.291,1655.99,-593.775,547.655,1635.95
57,0,-1.78421,1033.7,1018.53,6.49042,947.292,980.411,15.8798,860.359,942.2,19.4945,830.447,930.954,,,,,,,,,,,,,-533.405,203.529,831.454,-503.799,255.167,846.537,-519.756,211.457,792.474,-491.286,260.024,809.384,-511.171,374.808,1643.93,-613.072,340.79,1619.35,-501.036,494.305,1655.98,-593.81,547.66,1635.95
58,0,-1.78038,1033.7,1018.53,6.4942,947.309,980.413,15.8704,860.367,942.207,19.5018,830.443,930.94,,,,,,,,,,,,,-533.451,203.547,831.445,-503.826,255.155,846.54,-519.753,211.455,792.499,-491.31,260.005,809.417,-511.213,374.819,1643.91,-613.077,340.878,1619.28,-501.056,494.306,1655.97,-593.845,547.669,1635.96
59,0,-1.80314,1033.72,1018.54,6.48643,947.317,980.412,15.8703,860.379,942.193,19.491,830.471,930.926,,,,,,,,,,,,,-533.489,203.618,831.443,-503.861,255.167,846.584,-519.784,211.425,792.534,-491.309,260.015,809.419,-511.253,374.83,1643.89,-613.137,340.849,1619.3,-501.107,494.312,1655.97,-593.879,547.674,1635.94
60,0,-1.81175,1033.72,1018.54,6.48145,947.329,980.424,15.8819,860.381,942.192,19.1751,830.012,931.058,,,,,,,,,,,,,-533.416,203.892,831.221,-503.878,255.165,846.583,-519.811,211.459,792.528,-491.34,260.007,809.432,-511.292,374.83,1643.88,-613.217,340.829,1619.34,-501.129,494.312,1655.95,-593.917,547.682,1635.95
61,0,-1.82868,1033.71,1018.56,6.47178,947.316,980.433,15.8773,860.383,942.191,19.4911,830.482,930.953,,,,,,,,,,,,,-533.512,203.698,831.391,-503.897,255.175,846.635,-519.85,211.444,792.548,-491.349,259.973,809.47,-511.329,374.844,1643.86,-613.234,340.823,1619.29,-501.172,494.312,1655.94,-593.953,547.688,1635.94
62,0,-1.85245,1033.7,1018.56,6.45004,947.302,980.441,15.8785,860.38,942.173,19.4983,830.475,930.935,,,,,,,,,,,,,-533.593,203.574,831.48,-503.925,255.176,846.603,-519.862,211.472,792.545,-491.361,259.629,809.767,-511.373,374.838,1643.84,-613.309,340.826,1619.32,-501.213,494.305,1655.92,-593.979,547.696,1635.95
63,0,-1.87173,1033.69,1018.58,6.44072,947.299,980.451,15.875,860.38,942.188,19.4875,830.477,930.949,,,,,,,,,,,,,-533.617,203.665,831.412,-503.964,255.188,846.656,-519.915,211.457,792.543,-491.383,259.608,809.807,-511.408,374.845,1643.82,-613.73,340.859,1619.3,-501.245,494.317,1655.91,-594.016,547.689,1635.96
64,0,-1.9046,1033.68,1018.59,6.42818,947.29,980.45,15.8807,860.366,942.193,19.1466,830.013,931.086,,,,,,,,,,,,,-533.678,203.565,831.501,-503.991,255.211,846.668,-519.938,211.469,792.542,-491.445,259.904,809.587,-511.447,374.838,1643.81,-613.367,340.876,1619.28,-501.267,494.301,1655.91,-594.047,547.703,1635.96
65,0,-1.93346,1033.68,1018.57,6.39653,947.28,980.448,15.8593,860.376,942.185,19.1662,829.995,931.07,,,,,,,,,,,,,-533.576,204.05,831.15,-504.016,255.23,846.66,-519.942,211.501,792.526,-491.478,259.922,809.602,-511.474,374.857,1643.8,-613.425,340.869,1619.29,-501.322,494.311,1655.9,-594.074,547.695,1635.96
