Trajectories
120
,,Wand:Proximal,,,Wand:Middle,,,Wand:Distal,,,Wand:Tip,,,PastaBox:Top,,,PastaBox:Middle,,,PastaBox:Bottom,,,PastaBox:Side,,,HandRB:Hand1,,,HandRB:Hand2,,,HandRB:Hand3,,,HandRB:Hand4,,,Dikablis:Head1,,,Dikablis:Head2,,,Dikablis:Head3,,,Dikablis:Head4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
36,0,-169.813,232.401,1033.98,-181.922,151.103,986.033,-194.691,69.6115,938.04,-200.114,42.55,922.006,,,,,,,,,,,,,-554.382,194.767,819.378,-520.96,243.974,835.053,-541.785,200.076,781.093,-508.928,247.685,797.326,-527.134,370.321,1653.2,-628.039,334.512,1626.88,-518.736,490.358,1661.21,-611.492,542.018,1637.09
37,0,-169.836,232.248,1033.95,-181.994,150.945,985.999,-194.815,69.4622,938.044,-200.264,42.4076,921.995,,,,,,,,,,,,,-554.343,195.028,819.423,-520.929,244.205,835.076,-541.825,200.276,781.128,-508.887,247.959,797.344,-527.134,370.292,1653.18,-628.033,334.48,1626.82,-518.711,490.319,1661.2,-611.467,541.993,1637.1
38,0,-169.833,232.091,1033.87,-182.034,150.784,985.963,-194.862,69.3054,938.024,-200.319,42.2485,921.977,,,,,,,,,,,,,-554.174,195.641,819.192,-520.867,244.467,835.087,-541.792,200.51,781.195,-508.822,248.268,797.363,-527.121,370.265,1653.15,-628.042,334.468,1626.85,-518.686,490.275,1661.2,-611.407,541.974,1637.11
39,0,-169.819,231.979,1033.76,-182.041,150.636,985.905,-194.882,69.1864,937.972,-200.344,42.0981,921.975,,,,,,,,,,,,,-554.143,195.842,819.24,-520.788,244.708,835.14,-541.776,200.588,781.269,-508.748,248.621,797.387,-527.123,370.216,1653.15,-628.037,334.449,1626.84,-518.663,490.249,1661.2,-611.382,541.946,1637.11
40,0,-169.798,231.864,1033.68,-182.02,150.527,985.843,-194.856,69.0591,937.977,-200.315,41.9387,921.983,,,,,,,,,,,,,-554.072,195.939,819.342,-520.711,245.001,835.235,-541.732,200.729,781.361,-508.671,248.931,797.462,-527.107,370.186,1653.14,-628.032,334.437,1626.82,-518.646,490.195,1661.2,-611.337,541.918,1637.12
41,0,-169.724,231.792,1033.56,-181.951,150.419,985.798,-194.78,68.9466,937.954,-200.23,41.7965,921.971,,,,,,,,,,,,,-554.028,196.084,819.487,-520.61,245.269,835.319,-541.635,201.028,781.357,-508.593,249.276,797.51,-527.099,370.147,1653.12,-628.05,334.399,1626.84,-518.617,490.159,1661.19,-611.28,541.874,1637.11
42,0,-169.653,231.732,1033.42,-181.841,150.36,985.734,-194.646,68.857,937.947,-200.088,41.6867,921.959,,,,,,,,,,,,,-553.857,196.557,819.456,-520.539,245.522,835.343,-541.75,200.882,781.434,-508.477,249.656,797.608,-527.103,370.105,1653.11,-628.103,334.345,1626.88,-518.597,490.105,1661.2,-611.234,541.831,1637.11
43,0,-169.509,231.722,1033.27,-181.65,150.331,985.652,-194.42,68.7664,937.927,-199.823,41.5819,921.958,,,,,,,,,,,,,-553.712,196.969,819.362,-520.443,245.741,835.484,-540.699,203.56,781.012,-508.35,250.033,797.59,-527.109,370.066,1653.1,-628.071,334.326,1626.81,-518.558,490.061,1661.18,-611.184,541.81,1637.11
44,0,-169.356,231.738,1033.14,-181.389,150.315,985.564,-194.025,68.6816,937.907,-199.365,41.4833,921.757,,,,,,,,,,,,,-553.567,197.294,819.305,-520.294,246.037,835.523,-540.557,203.913,780.975,-508.232,250.325,797.662,-527.099,370.021,1653.08,-628.07,334.373,1626.79,-518.54,490.01,1661.18,-611.142,541.779,1637.13
45,0,-169.198,231.773,1032.97,-181.045,150.313,985.45,-193.532,68.615,937.858,-198.855,41.4158,921.733,,,,,,,,,,,,,-553.46,197.511,819.332,-520.175,246.373,835.531,-540.359,204.401,780.902,-508.094,250.589,797.723,-527.104,369.97,1653.09,-628.109,334.28,1626.84,-518.508,489.969,1661.18,-611.107,541.748,1637.15
46,0,-169.034,231.831,1032.83,-180.7,150.304,985.337,-193.032,68.5437,937.791,-198.307,41.315,921.723,,,,,,,,,,,,,-553.374,197.625,819.427,-520.049,246.626,835.606,-540.529,203.809,781.108,-507.953,250.87,797.807,-527.109,369.924,1653.07,-628.092,334.269,1626.79,-518.461,489.899,1661.18,-611.073,541.718,1637.15
