rec_time	UTC	Dikablis Professional_Eye Data_Original_Left Eye_Pupil X	Dikablis Professional_Eye Data_Original_Left Eye_Pupil Y	Dikablis Professional_Eye Data_Original_Right Eye_Pupil X	Dikablis Professional_Eye Data_Original_Right Eye_Pupil Y
00:00:00.340	1443463169146			205.13	151.482
00:00:00.344	1443463169150				
00:00:00.346	1443463169152	166.593	153.644		
00:00:00.356	1443463169162			205.008	150.813
00:00:00.362	1443463169168	166.509	152.885		
00:00:00.373	1443463169179			205.035	151.335
00:00:00.377	1443463169183				
00:00:00.379	1443463169185	166.424	153.422		
00:00:00.390	1443463169196			205.025	150.695
00:00:00.396	1443463169202	166.505	152.832		
00:00:00.406	1443463169212			204.862	151.264
00:00:00.410	1443463169216				
00:00:00.412	1443463169218	166.464	153.446		
00:00:00.423	1443463169229			204.929	150.607
00:00:00.429	1443463169235	166.29	152.71		
00:00:00.440	1443463169246			204.929	151.206
00:00:00.444	1443463169250				
00:00:00.446	1443463169252	166.348	153.376		
00:00:00.456	1443463169262			204.863	150.604
00:00:00.462	1443463169268	166.293	152.781		
00:00:00.473	1443463169279			204.927	151.27
00:00:00.477	1443463169283				
00:00:00.479	1443463169285	166.284	153.361		
00:00:00.490	1443463169296			204.874	150.704
00:00:00.496	1443463169302	166.241	152.685		
00:00:00.506	1443463169312			204.98	151.244
00:00:00.510	1443463169316				
00:00:00.512	1443463169318	166.409	153.374		
00:00:00.523	1443463169329			204.874	150.687
00:00:00.529	1443463169335	166.267	152.828		
00:00:00.540	1443463169346			204.958	151.22
00:00:00.544	1443463169350				
00:00:00.546	1443463169352	166.258	153.346		
00:00:00.556	1443463169362			204.83	150.626
00:00:00.562	1443463169368	166.238	152.749		
00:00:00.573	1443463169379			204.856	151.288
00:00:00.577	1443463169383				
00:00:00.579	1443463169385	166.28	153.382		
00:00:00.590	1443463169396			204.856	150.701
00:00:00.596	1443463169402	166.222	152.771		
00:00:00.606	1443463169412			204.789	151.301
00:00:00.610	1443463169416				
00:00:00.612	1443463169418	166.203	153.516		
00:00:00.623	1443463169429			204.9	150.634
00:00:00.629	1443463169435	166.257	152.779		
00:00:00.640	1443463169446			204.916	151.286
00:00:00.644	1443463169450				
00:00:00.646	1443463169452	166.322	153.336		
00:00:00.656	1443463169462			204.857	150.702
00:00:00.662	1443463169468	165.801	152.881		
00:00:00.673	1443463169479			204.257	151.29
00:00:00.677	1443463169483				
00:00:00.679	1443463169485	165.474	153.231		
00:00:00.690	1443463169496			204.342	150.356
00:00:00.696	1443463169502	165.709	152.515		
00:00:00.706	1443463169512			204.293	151.025
00:00:00.710	1443463169516				
00:00:00.712	1443463169518	165.676	153.265		
00:00:00.723	1443463169529			204.36	150.38
00:00:00.729	1443463169535	165.654	152.556		
00:00:00.740	1443463169546			204.391	150.951
00:00:00.744	1443463169550				
00:00:00.746	1443463169552	165.752	153.13		
00:00:00.756	1443463169562			204.49	150.349
00:00:00.762	1443463169568	165.671	152.508		
00:00:00.773	1443463169579			204.513	150.928
00:00:00.777	1443463169583				
00:00:00.779	1443463169585	165.789	153.171		
00:00:00.790	1443463169596			204.582	150.378
00:00:00.796	1443463169602	165.705	152.467		
00:00:00.806	1443463169612			204.575	150.946
00:00:00.810	1443463169616				
00:00:00.812	1443463169618	165.772	153.166		
00:00:00.823	1443463169629			204.599	150.387
00:00:00.829	1443463169635	165.831	152.557		
00:00:00.840	1443463169646			204.589	151.006
00:00:00.844	1443463169650				
00:00:00.846	1443463169652	165.793	153.18		
00:00:00.856	1443463169662			204.56	150.413
00:00:00.862	1443463169668	165.76	152.6		
00:00:00.873	1443463169679			204.629	151.036
00:00:00.877	1443463169683				
00:00:00.879	1443463169685	165.911	153.167		
00:00:00.890	1443463169696			204.569	150.437
00:00:00.896	1443463169702	165.876	152.565		
00:00:00.906	1443463169712			204.597	151.012
00:00:00.910	1443463169716				
00:00:00.912	1443463169718	165.78	153.028		
00:00:00.923	1443463169729			204.7	150.295
00:00:00.929	1443463169735	165.767	152.44		
00:00:00.940	1443463169746			204.67	151.061
00:00:00.944	1443463169750				
00:00:00.946	1443463169752	165.965	153.19		
00:00:00.956	1443463169762			204.67	151.061
00:00:00.962	1443463169768	165.965	153.19		
00:00:00.973	1443463169779			204.67	151.061
00:00:00.977	1443463169783				
00:00:00.979	1443463169785	165.965	153.19		
00:00:00.990	1443463169796			204.67	151.061
00:00:00.996	1443463169802	165.965	153.19		
00:00:01.006	1443463169812			204.67	151.061
00:00:01.010	1443463169816				
00:00:01.012	1443463169818	165.965	153.19		
00:00:01.023	1443463169829			204.67	151.061
00:00:01.029	1443463169835	165.965	153.19		
00:00:01.040	1443463169846			204.67	151.061
00:00:01.044	1443463169850				
00:00:01.046	1443463169852	165.965	153.19		
00:00:01.056	1443463169862			204.67	151.061
00:00:01.062	1443463169868	165.965	153.19		
00:00:01.073	1443463169879			204.67	151.061
00:00:01.077	1443463169883				
00:00:01.079	1443463169885	165.965	153.19		
00:00:01.090	1443463169896			204.677	150.406
00:00:01.096	1443463169902	166.04	152.543		
00:00:01.106	1443463169912			204.682	151.049
00:00:01.110	1443463169916				
00:00:01.112	1443463169918	165.774	153.155		
00:00:01.123	1443463169929			204.627	150.489
00:00:01.129	1443463169935	165.86	152.657		
00:00:01.140	1443463169946			204.658	151.034
00:00:01.144	1443463169950				
00:00:01.146	1443463169952	166.008	153.208		
00:00:01.156	1443463169962			204.756	150.406
00:00:01.162	1443463169968	165.706	152.575		
00:00:01.173	1443463169979			204.74	151.016
00:00:01.177	1443463169983				
00:00:01.179	1443463169985	165.43	153.286		
00:00:01.190	1443463169996			204.3	150.585
00:00:01.196	1443463170002	164.989	152.381		
00:00:01.206	1443463170012			204.79	150.624
00:00:01.210	1443463170016				
00:00:01.212	1443463170018	165.845	152.719		
00:00:01.223	1443463170029			204.641	149.989
00:00:01.229	1443463170035	165.714	152.131		
00:00:01.240	1443463170046			204.684	150.548
00:00:01.244	1443463170050				
00:00:01.246	1443463170052	165.728	152.66		
00:00:01.256	1443463170062			204.642	149.915
00:00:01.262	1443463170068	165.682	151.985		
00:00:01.273	1443463170079			204.715	150.498
00:00:01.277	1443463170083				
00:00:01.279	1443463170085	165.822	152.592		
00:00:01.290	1443463170096			204.55	149.929
00:00:01.296	1443463170102	165.768	151.942		
00:00:01.306	1443463170112			204.614	150.481
00:00:01.310	1443463170116				
00:00:01.312	1443463170118	165.648	152.592		
00:00:01.323	1443463170129			204.717	149.909
00:00:01.329	1443463170135	165.669	151.987		
00:00:01.340	1443463170146			204.729	150.503
00:00:01.344	1443463170150				
00:00:01.346	1443463170152	165.635	152.651		
00:00:01.356	1443463170162			204.708	149.87
00:00:01.362	1443463170168	165.703	152.085		
00:00:01.373	1443463170179			204.719	150.568
00:00:01.377	1443463170183				
00:00:01.379	1443463170185	165.689	152.551		
00:00:01.390	1443463170196			204.58	149.939
00:00:01.396	1443463170202	165.59	152.019		
00:00:01.406	1443463170212			204.661	150.666
00:00:01.410	1443463170216				
00:00:01.412	1443463170218	165.839	152.724		
00:00:01.423	1443463170229			204.729	149.937
00:00:01.429	1443463170235	165.712	152.11		
00:00:01.440	1443463170246			204.692	150.575
00:00:01.444	1443463170250				
00:00:01.446	1443463170252	165.834	152.706		
00:00:01.456	1443463170262			204.71	149.937
00:00:01.462	1443463170268	165.813	152.127		
00:00:01.473	1443463170279			204.661	150.619
00:00:01.477	1443463170283				
00:00:01.479	1443463170285	165.831	152.714		
00:00:01.490	1443463170296			204.68	150.029
00:00:01.496	1443463170302	165.841	152.158		
00:00:01.506	1443463170312			204.826	150.625
00:00:01.510	1443463170316				
00:00:01.512	1443463170318	165.72	152.716		
00:00:01.523	1443463170329			204.792	149.978
00:00:01.529	1443463170335	165.809	152.235		
00:00:01.540	1443463170346			204.688	150.728
00:00:01.544	1443463170350				
00:00:01.546	1443463170352	165.697	152.793		
00:00:01.556	1443463170362			204.674	150.156
00:00:01.562	1443463170368	165.674	152.158		
00:00:01.573	1443463170379			204.735	150.749
00:00:01.577	1443463170383				
00:00:01.579	1443463170385	165.66	152.896		
00:00:01.590	1443463170396			204.719	150.009
00:00:01.596	1443463170402	165.664	152.21		
00:00:01.606	1443463170412			204.744	150.823
00:00:01.610	1443463170416				
00:00:01.612	1443463170418	165.718	152.977		
00:00:01.623	1443463170429			204.626	150.218
00:00:01.629	1443463170435	165.751	152.272		
00:00:01.640	1443463170446			204.596	150.832
00:00:01.644	1443463170450				
00:00:01.646	1443463170452	165.668	153.015		
00:00:01.656	1443463170462			204.696	150.242
00:00:01.662	1443463170468	165.703	152.337		
00:00:01.673	1443463170479			204.703	150.882
00:00:01.677	1443463170483				
00:00:01.679	1443463170485	165.623	152.933		
00:00:01.690	1443463170496			204.746	150.218
00:00:01.696	1443463170502	165.786	152.348		
00:00:01.706	1443463170512			204.672	150.862
00:00:01.710	1443463170516				
00:00:01.712	1443463170518	165.807	153.064		
00:00:01.723	1443463170529			204.692	150.12
00:00:01.729	1443463170535	165.685	152.444		
00:00:01.740	1443463170546			204.663	150.783
00:00:01.744	1443463170550				
00:00:01.746	1443463170552	165.59	152.845		
00:00:01.756	1443463170562			204.689	150.177
00:00:01.762	1443463170568	165.719	152.399		
00:00:01.773	1443463170579			204.609	150.838
00:00:01.777	1443463170583				
00:00:01.779	1443463170585	165.813	152.869		
00:00:01.790	1443463170596			204.746	150.206
00:00:01.796	1443463170602	165.813	152.406		
00:00:01.806	1443463170612			204.719	150.788
00:00:01.810	1443463170616				
00:00:01.812	1443463170618	165.686	153.02		
00:00:01.823	1443463170629			204.623	150.176
00:00:01.829	1443463170635	165.835	152.361		
00:00:01.840	1443463170646			204.638	150.823
00:00:01.844	1443463170650				
00:00:01.846	1443463170652	165.803	152.917		
00:00:01.856	1443463170662			204.68	150.194
00:00:01.862	1443463170668	165.728	152.288		
00:00:01.873	1443463170679			204.675	150.82
00:00:01.877	1443463170683				
00:00:01.879	1443463170685	165.728	152.818		
00:00:01.890	1443463170696			204.617	150.207
00:00:01.896	1443463170702	165.819	152.347		
00:00:01.906	1443463170712			204.711	150.836
00:00:01.910	1443463170716				
00:00:01.912	1443463170718	165.833	152.917		
00:00:01.923	1443463170729			204.779	150.235
00:00:01.929	1443463170735	165.873	152.284		
00:00:01.940	1443463170746			204.758	150.843
00:00:01.944	1443463170750				
00:00:01.946	1443463170752	165.971	152.973		
00:00:01.956	1443463170762			204.722	150.267
00:00:01.962	1443463170768	165.901	152.376		
00:00:01.973	1443463170779			204.773	150.844
00:00:01.977	1443463170783				
00:00:01.979	1443463170785	165.94	153.015		
00:00:01.990	1443463170796			204.741	150.175
00:00:01.996	1443463170802	165.85	152.434		
00:00:02.006	1443463170812			204.769	150.825
00:00:02.010	1443463170816				
00:00:02.012	1443463170818	165.76	152.982		
00:00:02.023	1443463170829			204.757	150.266
00:00:02.029	1443463170835	165.878	152.377		
00:00:02.040	1443463170846			204.68	150.794
00:00:02.044	1443463170850				
00:00:02.046	1443463170852	165.847	152.946		
00:00:02.056	1443463170862			204.658	150.19
00:00:02.062	1443463170868	165.89	152.382		
00:00:02.073	1443463170879			204.674	150.814
00:00:02.077	1443463170883				
00:00:02.079	1443463170885	165.872	152.858		
00:00:02.090	1443463170896			204.753	150.156
00:00:02.096	1443463170902	165.936	152.37		
00:00:02.106	1443463170912			204.707	150.71
00:00:02.110	1443463170916				
00:00:02.112	1443463170918	165.971	152.842		
00:00:02.123	1443463170929			204.707	150.71
00:00:02.129	1443463170935	165.971	152.842		
00:00:02.140	1443463170946			204.707	150.71
00:00:02.144	1443463170950				
00:00:02.146	1443463170952	165.971	152.842		
00:00:02.156	1443463170962			204.707	150.71
00:00:02.162	1443463170968	165.971	152.842		
00:00:02.173	1443463170979			204.707	150.71
00:00:02.177	1443463170983				
00:00:02.179	1443463170985	165.971	152.842		
00:00:02.190	1443463170996			204.707	150.71
00:00:02.196	1443463171002	165.971	152.842		
00:00:02.206	1443463171012			204.707	150.71
00:00:02.210	1443463171016				
00:00:02.212	1443463171018	165.971	152.842		
00:00:02.223	1443463171029			204.707	150.71
00:00:02.229	1443463171035	165.971	152.842		
00:00:02.240	1443463171046			204.707	150.71
00:00:02.244	1443463171050				
00:00:02.246	1443463171052	165.971	152.842		
00:00:02.256	1443463171062			204.857	150.085
00:00:02.262	1443463171068	165.819	152.28		
00:00:02.273	1443463171079			204.805	150.645
00:00:02.277	1443463171083				
00:00:02.279	1443463171085	165.991	152.871		
00:00:02.290	1443463171096			204.87	150.065
00:00:02.296	1443463171102	165.88	152.289		
00:00:02.306	1443463171112			204.848	150.678
00:00:02.310	1443463171116				
00:00:02.312	1443463171118	165.876	152.795		
00:00:02.323	1443463171129			204.895	150.084
00:00:02.329	1443463171135	165.937	152.35		
00:00:02.340	1443463171146			204.777	150.683
00:00:02.344	1443463171150				
00:00:02.346	1443463171152	165.978	152.856		
00:00:02.356	1443463171162			204.836	150.074
00:00:02.362	1443463171168	165.921	152.237		
00:00:02.373	1443463171179			204.978	150.721
00:00:02.377	1443463171183				
00:00:02.379	1443463171185	165.992	152.932		
00:00:02.390	1443463171196			204.933	150.122
00:00:02.396	1443463171202	165.815	152.231		
00:00:02.406	1443463171212			204.938	150.767
00:00:02.410	1443463171216				
00:00:02.412	1443463171218	165.993	152.968		
00:00:02.423	1443463171229			204.92	150.158
00:00:02.429	1443463171235	165.908	152.247		
00:00:02.440	1443463171246			204.92	150.738
00:00:02.444	1443463171250				
00:00:02.446	1443463171252	166.003	152.985		
00:00:02.456	1443463171262			204.811	150.214
00:00:02.462	1443463171268	165.786	152.346		
00:00:02.473	1443463171279			204.853	150.784
00:00:02.477	1443463171283				
00:00:02.479	1443463171285	165.893	153.006		
00:00:02.490	1443463171296			204.748	150.241
00:00:02.496	1443463171302	165.854	152.524		
00:00:02.506	1443463171312			204.828	150.901
00:00:02.510	1443463171316				
00:00:02.512	1443463171318	165.92	153.037		
00:00:02.523	1443463171329			204.796	150.261
00:00:02.529	1443463171335	165.792	152.446		
00:00:02.540	1443463171346			204.914	150.899
00:00:02.544	1443463171350				
00:00:02.546	1443463171352	165.993	153		
00:00:02.556	1443463171362			204.767	150.341
00:00:02.562	1443463171368	165.967	152.307		
00:00:02.573	1443463171379			204.949	150.917
00:00:02.577	1443463171383				
00:00:02.579	1443463171385	166.02	153.008		
00:00:02.590	1443463171396			204.798	150.301
00:00:02.596	1443463171402	165.897	152.434		
00:00:02.606	1443463171412			204.9	150.894
00:00:02.610	1443463171416				
00:00:02.612	1443463171418	166.018	152.924		
00:00:02.623	1443463171429			204.77	150.325
00:00:02.629	1443463171435	165.836	152.399		
00:00:02.640	1443463171446			204.783	150.924
00:00:02.644	1443463171450				
00:00:02.646	1443463171452	166.071	153.021		
00:00:02.656	1443463171462			204.733	150.43
00:00:02.662	1443463171468	165.915	152.408		
00:00:02.673	1443463171479			204.881	150.944
00:00:02.677	1443463171483				
00:00:02.679	1443463171485	166.07	153.011		
00:00:02.690	1443463171496			204.81	150.401
00:00:02.696	1443463171502	166.013	152.39		
00:00:02.706	1443463171512			204.891	150.906
00:00:02.710	1443463171516				
00:00:02.712	1443463171518	166.137	153.016		
00:00:02.723	1443463171529			204.762	150.411
00:00:02.729	1443463171535	165.842	152.448		
00:00:02.740	1443463171546			204.928	150.981
00:00:02.744	1443463171550				
00:00:02.746	1443463171552	166.049	153.164		
00:00:02.756	1443463171562			204.784	150.366
00:00:02.762	1443463171568	166.026	152.567		
00:00:02.773	1443463171579			204.965	150.997
00:00:02.777	1443463171583				
00:00:02.779	1443463171585	166.008	153.118		
00:00:02.790	1443463171596			204.747	150.42
00:00:02.796	1443463171602	165.874	152.357		
00:00:02.806	1443463171612			204.952	150.945
00:00:02.810	1443463171616				
00:00:02.812	1443463171618	166.055	153.172		
00:00:02.823	1443463171629			204.894	150.366
00:00:02.829	1443463171635	165.791	152.548		
00:00:02.840	1443463171646			204.872	151.086
00:00:02.844	1443463171650				
00:00:02.846	1443463171652	165.732	153.313		
00:00:02.856	1443463171662			203.759	150.915
00:00:02.862	1443463171668	164.121	152.885		
00:00:02.873	1443463171679			203.564	151.399
00:00:02.877	1443463171683				
00:00:02.879	1443463171685	164.58	153.186		
00:00:02.890	1443463171696			203.705	150.83
00:00:02.896	1443463171702	164.622	152.71		
00:00:02.906	1443463171712			203.603	151.474
00:00:02.910	1443463171716				
00:00:02.912	1443463171718	164.661	153.262		
00:00:02.923	1443463171729			203.663	150.814
00:00:02.929	1443463171735	164.528	152.584		
00:00:02.940	1443463171746			203.611	151.499
00:00:02.944	1443463171750				
00:00:02.946	1443463171752	164.435	153.285		
00:00:02.956	1443463171762			203.635	150.863
00:00:02.962	1443463171768	164.566	152.711		
00:00:02.973	1443463171779			203.724	151.439
00:00:02.977	1443463171783				
00:00:02.979	1443463171785	164.652	153.161		
00:00:02.990	1443463171796			203.791	150.799
00:00:02.996	1443463171802	164.608	152.67		
00:00:03.006	1443463171812			203.751	151.512
00:00:03.010	1443463171816				
00:00:03.012	1443463171818	164.585	153.392		
00:00:03.023	1443463171829			203.842	150.857
00:00:03.029	1443463171835	165.258	152.802		
00:00:03.040	1443463171846			205.832	151.354
00:00:03.044	1443463171850				
00:00:03.046	1443463171852	166.772	153.255		
00:00:03.056	1443463171862			205.361	150.469
00:00:03.062	1443463171868	166.433	152.468		
00:00:03.073	1443463171879			205.36	150.925
00:00:03.077	1443463171883				
00:00:03.079	1443463171885	166.284	153.064		
00:00:03.090	1443463171896			205.194	150.283
00:00:03.096	1443463171902	166.328	152.352		
00:00:03.106	1443463171912			205.28	150.915
00:00:03.110	1443463171916				
00:00:03.112	1443463171918	166.305	153.008		
00:00:03.123	1443463171929			205.221	150.182
00:00:03.129	1443463171935	166.305	152.325		
00:00:03.140	1443463171946			205.238	150.838
00:00:03.144	1443463171950				
00:00:03.146	1443463171952	166.246	152.9		
00:00:03.156	1443463171962			205.253	150.242
00:00:03.162	1443463171968	166.348	152.252		
00:00:03.173	1443463171979			205.394	150.859
00:00:03.177	1443463171983				
00:00:03.179	1443463171985	166.379	152.93		
00:00:03.190	1443463171996			205.334	150.197
00:00:03.196	1443463172002	166.288	152.214		
00:00:03.206	1443463172012			205.471	150.787
00:00:03.210	1443463172016				
00:00:03.212	1443463172018	166.389	152.857		
00:00:03.223	1443463172029			205.405	150.619
00:00:03.229	1443463172035	166.523	152.663		
00:00:03.240	1443463172046			205.405	150.619
00:00:03.244	1443463172050				
00:00:03.246	1443463172052	166.523	152.663		
00:00:03.256	1443463172062			205.405	150.619
00:00:03.262	1443463172068	166.523	152.663		
00:00:03.273	1443463172079			205.405	150.619
00:00:03.277	1443463172083				
00:00:03.279	1443463172085	166.523	152.663		
00:00:03.290	1443463172096			205.405	150.619
00:00:03.296	1443463172102	166.523	152.663		
00:00:03.306	1443463172112			205.405	150.619
00:00:03.310	1443463172116				
00:00:03.312	1443463172118	166.523	152.663		
00:00:03.323	1443463172129			205.405	150.619
00:00:03.329	1443463172135	166.523	152.663		
00:00:03.340	1443463172146			205.405	150.619
00:00:03.344	1443463172150				
00:00:03.346	1443463172152	166.523	152.663		
00:00:03.356	1443463172162			205.405	150.619
00:00:03.362	1443463172168	166.523	152.663		
00:00:03.373	1443463172179			205.405	150.619
00:00:03.377	1443463172183				
00:00:03.379	1443463172185	166.523	152.663		
00:00:03.390	1443463172196			205.481	150.05
00:00:03.396	1443463172202	166.481	152.057		
00:00:03.406	1443463172212			205.483	150.635
00:00:03.410	1443463172216				
00:00:03.412	1443463172218	166.511	152.682		
00:00:03.423	1443463172229			205.489	150.007
00:00:03.429	1443463172235	166.517	152.096		
00:00:03.440	1443463172246			205.382	150.712
00:00:03.444	1443463172250				
00:00:03.446	1443463172252	166.526	152.665		
00:00:03.456	1443463172262			205.53	150.109
00:00:03.462	1443463172268	166.664	152.029		
00:00:03.473	1443463172279			205.416	150.648
00:00:03.477	1443463172283				
00:00:03.479	1443463172285	166.568	152.59		
00:00:03.490	1443463172296			205.492	150.069
00:00:03.496	1443463172302	166.428	151.983		
00:00:03.506	1443463172312			204.765	150.773
00:00:03.510	1443463172316				
00:00:03.512	1443463172318	165.538	152.74		
00:00:03.523	1443463172329			204.684	150.083
00:00:03.529	1443463172335	165.811	151.917		
00:00:03.540	1443463172346			204.686	150.756
00:00:03.544	1443463172350				
00:00:03.546	1443463172352	165.964	152.488		
00:00:03.556	1443463172362			204.661	149.996
00:00:03.562	1443463172368	165.925	151.929		
00:00:03.573	1443463172379			204.715	150.528
00:00:03.577	1443463172383				
00:00:03.579	1443463172385	165.958	152.432		
00:00:03.590	1443463172396			204.795	150.07
00:00:03.596	1443463172402	165.936	151.818		
00:00:03.606	1443463172412			204.882	150.567
00:00:03.610	1443463172416				
00:00:03.612	1443463172418	165.855	152.45		
00:00:03.623	1443463172429			204.733	150.072
00:00:03.629	1443463172435	165.955	151.815		
00:00:03.640	1443463172446			204.751	150.68
00:00:03.644	1443463172450				
00:00:03.646	1443463172452	166.063	152.398		
00:00:03.656	1443463172462			204.783	149.965
00:00:03.662	1443463172468	165.936	151.886		
00:00:03.673	1443463172479			204.743	150.631
00:00:03.677	1443463172483				
00:00:03.679	1443463172485	165.886	152.334		
00:00:03.690	1443463172496			204.69	149.994
00:00:03.696	1443463172502	165.948	151.768		
00:00:03.706	1443463172512			204.741	150.521
00:00:03.710	1443463172516				
00:00:03.712	1443463172518	165.936	152.372		
00:00:03.723	1443463172529			204.704	149.902
00:00:03.729	1443463172535	165.998	151.709		
00:00:03.740	1443463172546			204.75	150.494
00:00:03.744	1443463172550				
00:00:03.746	1443463172552	165.917	152.308		
00:00:03.756	1443463172562			204.537	150.111
00:00:03.762	1443463172568	165.866	151.745		
00:00:03.773	1443463172579			204.738	150.548
00:00:03.777	1443463172583				
00:00:03.779	1443463172585	165.947	152.367		
00:00:03.790	1443463172596			204.707	149.949
00:00:03.796	1443463172602	165.962	151.725		
00:00:03.806	1443463172612			204.725	150.515
00:00:03.810	1443463172616				
00:00:03.812	1443463172618	165.973	152.408		
00:00:03.823	1443463172629			204.68	149.927
00:00:03.829	1443463172635	165.955	151.714		
00:00:03.840	1443463172646			204.736	150.484
00:00:03.844	1443463172650				
00:00:03.846	1443463172652	165.915	152.372		
00:00:03.856	1443463172662			204.655	150.017
00:00:03.862	1443463172668	165.898	151.703		
00:00:03.873	1443463172679			204.78	150.527
00:00:03.877	1443463172683				
00:00:03.879	1443463172685	165.962	152.379		
00:00:03.890	1443463172696			204.582	149.93
00:00:03.896	1443463172702	165.901	151.701		
00:00:03.906	1443463172712			204.663	150.476
00:00:03.910	1443463172716				
00:00:03.912	1443463172718	165.911	152.362		
00:00:03.923	1443463172729			204.704	149.873
00:00:03.929	1443463172735	165.875	151.688		
00:00:03.940	1443463172746			204.665	150.411
00:00:03.944	1443463172750				
00:00:03.946	1443463172752	165.879	152.265		
00:00:03.956	1443463172762			204.597	149.844
00:00:03.962	1443463172768	165.774	151.701		
00:00:03.973	1443463172779			204.608	150.452
00:00:03.977	1443463172783				
00:00:03.979	1443463172785	165.891	152.499		
00:00:03.990	1443463172796			204.606	149.891
00:00:03.996	1443463172802	165.857	151.736		
00:00:04.006	1443463172812			204.543	150.513
00:00:04.010	1443463172816				
00:00:04.012	1443463172818	165.755	152.422		
00:00:04.023	1443463172829			204.551	149.967
00:00:04.029	1443463172835	165.686	151.871		
00:00:04.040	1443463172846			204.533	150.887
00:00:04.044	1443463172850				
00:00:04.046	1443463172852	165.954	152.705		
00:00:04.056	1443463172862			205.021	150.124
00:00:04.062	1443463172868	166.617	152.064		
00:00:04.073	1443463172879			204.947	150.685
00:00:04.077	1443463172883				
00:00:04.079	1443463172885	166.503	152.734		
00:00:04.090	1443463172896			204.972	150.175
00:00:04.096	1443463172902	166.457	152.029		
00:00:04.106	1443463172912			205.02	150.784
00:00:04.110	1443463172916				
00:00:04.112	1443463172918	166.329	152.679		
00:00:04.123	1443463172929			204.979	150.275
00:00:04.129	1443463172935	166.449	152.165		
00:00:04.140	1443463172946			205.163	150.853
00:00:04.144	1443463172950				
00:00:04.146	1443463172952	166.511	152.791		
00:00:04.156	1443463172962			205.079	150.218
00:00:04.162	1443463172968	166.509	152.054		
00:00:04.173	1443463172979			205.153	150.952
00:00:04.177	1443463172983				
00:00:04.179	1443463172985	166.416	152.714		
00:00:04.190	1443463172996			205.124	150.257
00:00:04.196	1443463173002	166.509	152.171		
00:00:04.206	1443463173012			205.149	150.991
00:00:04.210	1443463173016				
00:00:04.212	1443463173018	166.391	152.822		
00:00:04.223	1443463173029			205.137	150.319
00:00:04.229	1443463173035	166.485	152.328		
00:00:04.240	1443463173046			204.997	150.951
00:00:04.244	1443463173050				
00:00:04.246	1443463173052	166.535	152.827		
00:00:04.256	1443463173062			205.03	150.315
00:00:04.262	1443463173068	166.465	152.271		
00:00:04.273	1443463173079			205.095	150.958
00:00:04.277	1443463173083				
00:00:04.279	1443463173085	166.509	152.986		
00:00:04.290	1443463173096			205.064	150.439
00:00:04.296	1443463173102	166.47	152.375		
00:00:04.306	1443463173112			205.076	151.028
00:00:04.310	1443463173116				
00:00:04.312	1443463173118	166.628	153.003		
00:00:04.323	1443463173129			205.062	150.364
00:00:04.329	1443463173135	166.532	152.259		
00:00:04.340	1443463173146			205	151.07
00:00:04.344	1443463173150				
00:00:04.346	1443463173152	166.504	152.947		
00:00:04.356	1443463173162			204.026	151.512
00:00:04.362	1443463173168	165.685	153.23		
00:00:04.373	1443463173179			204.026	151.512
00:00:04.377	1443463173183				
00:00:04.379	1443463173185	165.685	153.23		
00:00:04.390	1443463173196			204.026	151.512
