rec_time	UTC	Dikablis Professional_Eye Data_Original_Pupil X	Dikablis Professional_Eye Data_Original_Pupil Y	Dikablis Professional_Eye Data_Original_Left Eye_Pupil X	Dikablis Professional_Eye Data_Original_Left Eye_Pupil Y	Dikablis Professional_Eye Data_Original_Right Eye_Pupil X	Dikablis Professional_Eye Data_Original_Right Eye_Pupil Y
00:00:01.008	1440787674630	175.039	126.495			195.646	132.104
00:00:01.009	1440787674631			154.431	120.886		
00:00:01.025	1440787674647	174.988	125.934			195.57	131.492
00:00:01.026	1440787674648			154.406	120.377		
00:00:01.040	1440787674662						
00:00:01.041	1440787674663	175.041	126.494			195.534	132.052
00:00:01.042	1440787674664			154.548	120.937		
00:00:01.058	1440787674680	174.966	125.954			195.506	131.48
00:00:01.059	1440787674681			154.425	120.429		
00:00:01.074	1440787674696						
00:00:01.075	1440787674697	175.054	126.52			195.605	132.042
00:00:01.076	1440787674698			154.502	120.999		
00:00:01.091	1440787674713	174.972	125.964			195.558	131.494
00:00:01.092	1440787674714			154.386	120.433		
00:00:01.107	1440787674729						
00:00:01.108	1440787674730	175.135	126.573			195.58	131.935
00:00:01.109	1440787674731			154.691	121.21		
00:00:01.125	1440787674747	175.135	126.573			195.58	131.935
00:00:01.126	1440787674748			154.691	121.21		
00:00:01.140	1440787674762						
00:00:01.141	1440787674763	175.135	126.573			195.58	131.935
00:00:01.142	1440787674764			154.691	121.21		
00:00:01.158	1440787674780	175.135	126.573			195.58	131.935
00:00:01.159	1440787674781			154.691	121.21		
00:00:01.174	1440787674796						
00:00:01.175	1440787674797	175.135	126.573			195.58	131.935
00:00:01.176	1440787674798			154.691	121.21		
00:00:01.191	1440787674813	175.135	126.573			195.58	131.935
00:00:01.192	1440787674814			154.691	121.21		
00:00:01.207	1440787674829						
00:00:01.208	1440787674830	175.135	126.573			195.58	131.935
00:00:01.209	1440787674831			154.691	121.21		
00:00:01.225	1440787674847	175.135	126.573			195.58	131.935
00:00:01.226	1440787674848			154.691	121.21		
00:00:01.240	1440787674862						
00:00:01.241	1440787674863	175.135	126.573			195.58	131.935
00:00:01.242	1440787674864			154.691	121.21		
00:00:01.258	1440787674880	175.135	126.573			195.58	131.935
00:00:01.259	1440787674881			154.691	121.21		
00:00:01.273	1440787674895						
00:00:01.274	1440787674896						
00:00:01.275	1440787674897	175.135	126.573			195.58	131.935
00:00:01.276	1440787674898			154.691	121.21		
00:00:01.291	1440787674913	175.135	126.573			195.58	131.935
00:00:01.292	1440787674914			154.691	121.21		
00:00:01.306	1440787674928						
00:00:01.307	1440787674929						
00:00:01.308	1440787674930	175.135	126.573			195.58	131.935
00:00:01.309	1440787674931			154.691	121.21		
00:00:01.325	1440787674947	175.135	126.573			195.58	131.935
00:00:01.326	1440787674948			154.691	121.21		
00:00:01.339	1440787674961						
00:00:01.340	1440787674962						
00:00:01.341	1440787674963	175.135	126.573			195.58	131.935
00:00:01.342	1440787674964			154.691	121.21		
00:00:01.358	1440787674980	175.135	126.573			195.58	131.935
00:00:01.359	1440787674981			154.691	121.21		
00:00:01.372	1440787674994						
00:00:01.374	1440787674996						
00:00:01.375	1440787674997	175.135	126.573			195.58	131.935
00:00:01.376	1440787674998			154.691	121.21		
00:00:01.391	1440787675013	175.135	126.573			195.58	131.935
00:00:01.392	1440787675014			154.691	121.21		
00:00:01.407	1440787675029						
00:00:01.408	1440787675030	175.135	126.573			195.58	131.935
00:00:01.409	1440787675031			154.691	121.21		
00:00:01.425	1440787675047	175.135	126.573			195.58	131.935
00:00:01.426	1440787675048			154.691	121.21		
00:00:01.440	1440787675062						
00:00:01.441	1440787675063	175.135	126.573			195.58	131.935
00:00:01.442	1440787675064			154.691	121.21		
00:00:01.458	1440787675080	175.135	126.573			195.58	131.935
00:00:01.459	1440787675081			154.691	121.21		
00:00:01.473	1440787675095						
00:00:01.474	1440787675096						
00:00:01.475	1440787675097	175.135	126.573			195.58	131.935
00:00:01.476	1440787675098			154.691	121.21		
00:00:01.491	1440787675113	175.135	126.573			195.58	131.935
00:00:01.492	1440787675114			154.691	121.21		
00:00:01.506	1440787675128						
00:00:01.507	1440787675129						
00:00:01.508	1440787675130	175.135	126.573			195.58	131.935
00:00:01.509	1440787675131			154.691	121.21		
00:00:01.525	1440787675147	175.135	126.573			195.58	131.935
00:00:01.526	1440787675148			154.691	121.21		
00:00:01.540	1440787675162						
00:00:01.541	1440787675163	175.135	126.573			195.58	131.935
00:00:01.542	1440787675164			154.691	121.21		
00:00:01.558	1440787675180	175.135	126.573			195.58	131.935
00:00:01.559	1440787675181			154.691	121.21		
00:00:01.574	1440787675196						
00:00:01.575	1440787675197	175.135	126.573			195.58	131.935
00:00:01.576	1440787675198			154.691	121.21		
00:00:01.591	1440787675213	175.199	125.973			195.635	131.376
00:00:01.592	1440787675214			154.763	120.571		
00:00:01.607	1440787675229						
00:00:01.608	1440787675230	175.275	126.592			195.709	131.97
00:00:01.609	1440787675231			154.841	121.214		
00:00:01.625	1440787675247	175.243	125.928			195.673	131.387
00:00:01.626	1440787675248			154.813	120.468		
00:00:01.640	1440787675262						
00:00:01.641	1440787675263	175.3	126.568			195.755	131.96
00:00:01.642	1440787675264			154.845	121.176		
00:00:01.658	1440787675280	175.298	125.943			195.773	131.428
00:00:01.659	1440787675281			154.823	120.457		
00:00:01.674	1440787675296						
00:00:01.675	1440787675297	175.406	126.542			195.917	131.936
00:00:01.676	1440787675298			154.894	121.149		
00:00:01.691	1440787675313	175.456	125.941			195.902	131.366
00:00:01.692	1440787675314			155.011	120.515		
00:00:01.707	1440787675329						
00:00:01.708	1440787675330	175.482	126.544			195.944	131.93
00:00:01.709	1440787675331			155.02	121.157		
00:00:01.725	1440787675347	175.554	125.874			196.017	131.275
00:00:01.726	1440787675348			155.092	120.472		
00:00:01.740	1440787675362						
00:00:01.741	1440787675363	175.514	126.405			196.051	131.757
00:00:01.742	1440787675364			154.977	121.052		
00:00:01.758	1440787675380	175.554	125.846			196.107	131.248
00:00:01.759	1440787675381			155	120.444		
00:00:01.774	1440787675396						
00:00:01.775	1440787675397	175.619	126.489			196.084	131.846
00:00:01.776	1440787675398			155.154	121.131		
00:00:01.791	1440787675413	175.629	125.822			196.154	131.187
00:00:01.792	1440787675414			155.105	120.456		
00:00:01.807	1440787675429						
00:00:01.808	1440787675430	175.696	126.426			196.178	131.788
00:00:01.809	1440787675431			155.214	121.063		
00:00:01.825	1440787675447	175.708	125.838			196.273	131.2
00:00:01.826	1440787675448			155.144	120.477		
00:00:01.840	1440787675462						
00:00:01.841	1440787675463	175.746	126.496			196.317	131.831
00:00:01.842	1440787675464			155.175	121.162		
00:00:01.858	1440787675480	175.687	125.763			196.196	131.149
00:00:01.859	1440787675481			155.178	120.378		
00:00:01.874	1440787675496						
00:00:01.875	1440787675497	175.801	126.47			196.345	131.824
00:00:01.876	1440787675498			155.258	121.116		
00:00:01.891	1440787675513	175.692	125.778			196.181	131.174
00:00:01.892	1440787675514			155.202	120.382		
00:00:01.907	1440787675529						
00:00:01.908	1440787675530	175.76	126.413			196.372	131.78
00:00:01.909	1440787675531			155.149	121.047		
00:00:01.925	1440787675547	175.699	125.783			196.241	131.141
00:00:01.926	1440787675548			155.158	120.424		
00:00:01.940	1440787675562						
00:00:01.941	1440787675563	175.767	126.439			196.372	131.78
00:00:01.942	1440787675564			155.163	121.099		
00:00:01.958	1440787675580	175.687	125.862			196.271	131.258
00:00:01.959	1440787675581			155.102	120.466		
00:00:01.973	1440787675595						
00:00:01.974	1440787675596						
00:00:01.975	1440787675597	175.709	126.435			196.268	131.869
00:00:01.976	1440787675598			155.15	121		
00:00:01.991	1440787675613	175.755	125.747			196.288	131.133
00:00:01.992	1440787675614			155.222	120.361		
00:00:02.007	1440787675629						
00:00:02.008	1440787675630	175.813	126.354			196.37	131.768
00:00:02.009	1440787675631			155.255	120.939		
00:00:02.025	1440787675647	175.807	125.774			196.326	131.175
00:00:02.026	1440787675648			155.287	120.374		
00:00:02.040	1440787675662						
00:00:02.041	1440787675663	175.835	126.351			196.334	131.668
00:00:02.042	1440787675664			155.335	121.033		
00:00:02.058	1440787675680	175.83	125.748			196.312	131.123
00:00:02.059	1440787675681			155.348	120.373		
00:00:02.074	1440787675696						
00:00:02.075	1440787675697	175.886	126.34			196.398	131.691
00:00:02.076	1440787675698			155.375	120.99		
00:00:02.091	1440787675713	175.841	125.754			196.341	131.078
00:00:02.092	1440787675714			155.341	120.431		
00:00:02.107	1440787675729						
00:00:02.108	1440787675730	175.955	126.33			196.457	131.661
00:00:02.109	1440787675731			155.452	120.998		
00:00:02.125	1440787675747	175.89	125.747			196.37	131.066
00:00:02.126	1440787675748			155.411	120.427		
00:00:02.140	1440787675762						
00:00:02.141	1440787675763	175.896	126.401			196.452	131.699
00:00:02.142	1440787675764			155.34	121.104		
00:00:02.158	1440787675780	175.841	125.749			196.32	131.037
00:00:02.159	1440787675781			155.362	120.462		
00:00:02.173	1440787675795						
00:00:02.174	1440787675796						
00:00:02.175	1440787675797	175.899	126.367			196.536	131.612
00:00:02.176	1440787675798			155.263	121.122		
00:00:02.191	1440787675813	176.482	126.01			196.869	131.227
00:00:02.192	1440787675814			156.095	120.792		
00:00:02.207	1440787675829						
00:00:02.208	1440787675830	182.282	128.79			202.433	133.506
00:00:02.209	1440787675831			162.131	124.074		
00:00:02.225	1440787675847	189.429	132.195			209.648	136.61
00:00:02.226	1440787675848			169.21	127.779		
00:00:02.240	1440787675862						
00:00:02.241	1440787675863	194.156	136.623			214.374	140.778
00:00:02.242	1440787675864			173.939	132.469		
00:00:02.258	1440787675880	197.142	139.063			217.497	143.082
00:00:02.259	1440787675881			176.788	135.045		
00:00:02.274	1440787675896						
00:00:02.275	1440787675897	199.855	142.531			219.984	146.391
00:00:02.276	1440787675898			179.725	138.672		
00:00:02.291	1440787675913	203.45	145.21			223.567	148.981
00:00:02.292	1440787675914			183.333	141.438		
00:00:02.307	1440787675929						
00:00:02.308	1440787675930	205.309	148.759			225.336	152.043
00:00:02.309	1440787675931			185.281	145.475		
00:00:02.325	1440787675947	207.107	150.936			226.995	153.792
00:00:02.326	1440787675948			187.219	148.08		
00:00:02.340	1440787675962						
00:00:02.341	1440787675963	207.949	153.563			227.755	155.914
00:00:02.342	1440787675964			188.143	151.212		
00:00:02.358	1440787675980	208.433	154.358			227.968	156.213
00:00:02.359	1440787675981			188.899	152.504		
00:00:02.374	1440787675996						
00:00:02.375	1440787675997	210.725	157.387			230.036	158.848
00:00:02.376	1440787675998			191.413	155.926		
00:00:02.391	1440787676013	213.093	159.647			232.33	160.97
00:00:02.392	1440787676014			193.855	158.324		
00:00:02.407	1440787676029						
00:00:02.408	1440787676030	214.95	163.094			234.143	164.589
00:00:02.409	1440787676031			195.757	161.599		
00:00:02.425	1440787676047	215.976	164.132			235.004	165.628
00:00:02.426	1440787676048			196.948	162.635		
00:00:02.440	1440787676062						
00:00:02.441	1440787676063	218.061	166.475			237.106	168.248
00:00:02.442	1440787676064			199.015	164.703		
00:00:02.458	1440787676080	219.045	167.248			238.374	169.139
00:00:02.459	1440787676081			199.715	165.356		
00:00:02.474	1440787676096						
00:00:02.475	1440787676097	218.01	167.067			237.278	169.361
00:00:02.476	1440787676098			198.743	164.772		
00:00:02.491	1440787676113	216.226	163.179			235.884	165.494
00:00:02.492	1440787676114			196.569	160.864		
00:00:02.507	1440787676129						
00:00:02.508	1440787676130	214.278	161.256			234.005	164.432
00:00:02.509	1440787676131			194.55	158.08		
00:00:02.525	1440787676147	212.239	157.742			232.094	160.974
00:00:02.526	1440787676148			192.384	154.51		
00:00:02.540	1440787676162						
00:00:02.541	1440787676163	210.316	155.726			230.271	159.553
00:00:02.542	1440787676164			190.361	151.899		
00:00:02.558	1440787676180	208.276	152.685			228.186	157.024
00:00:02.559	1440787676181			188.366	148.346		
00:00:02.574	1440787676196						
00:00:02.575	1440787676197	207.854	152.45			227.404	156.95
00:00:02.576	1440787676198			188.304	147.951		
00:00:02.591	1440787676213	211.74	154.987			230.893	159.43
00:00:02.592	1440787676214			192.586	150.545		
00:00:02.607	1440787676229						
00:00:02.608	1440787676230	210.378	154.589			229.726	159.704
00:00:02.609	1440787676231			191.03	149.474		
00:00:02.625	1440787676247	208.787	151.845			228.44	156.97
00:00:02.626	1440787676248			189.134	146.72		
00:00:02.640	1440787676262						
00:00:02.641	1440787676263	207.311	150.956			227.037	156.549
00:00:02.642	1440787676264			187.585	145.363		
00:00:02.658	1440787676280	205.75	148.58			225.56	154.392
00:00:02.659	1440787676281			185.941	142.768		
00:00:02.674	1440787676296						
00:00:02.675	1440787676297	204.595	147.664			224.492	153.579
00:00:02.676	1440787676298			184.698	141.749		
00:00:02.691	1440787676313	203.506	145.779			223.444	152
00:00:02.692	1440787676314			183.567	139.557		
00:00:02.707	1440787676329						
00:00:02.708	1440787676330	202.384	145.342			222.383	151.693
00:00:02.709	1440787676331			182.386	138.99		
00:00:02.725	1440787676347	201.359	143.816			221.378	150.299
00:00:02.726	1440787676348			181.34	137.333		
00:00:02.740	1440787676362						
00:00:02.741	1440787676363	200.354	143.275			220.386	149.982
00:00:02.742	1440787676364			180.321	136.569		
00:00:02.758	1440787676380	199.413	141.754			219.422	148.48
00:00:02.759	1440787676381			179.403	135.029		
00:00:02.774	1440787676396						
00:00:02.775	1440787676397	198.489	141.626			218.654	148.516
00:00:02.776	1440787676398			178.323	134.736		
00:00:02.791	1440787676413	197.619	140.266			217.736	147.184
00:00:02.792	1440787676414			177.502	133.349		
00:00:02.807	1440787676429						
00:00:02.808	1440787676430	196.861	140.303			217.039	147.269
00:00:02.809	1440787676431			176.684	133.338		
00:00:02.825	1440787676447	196.31	139.015			216.461	145.965
00:00:02.826	1440787676448			176.159	132.065		
00:00:02.840	1440787676462						
00:00:02.841	1440787676463	195.755	139.309			215.846	146.225
00:00:02.842	1440787676464			175.663	132.393		
00:00:02.858	1440787676480	196.305	139.438			216.261	146.149
00:00:02.859	1440787676481			176.349	132.726		
00:00:02.874	1440787676496						
00:00:02.875	1440787676497	195.908	139.907			215.837	146.703
00:00:02.876	1440787676498			175.979	133.112		
00:00:02.891	1440787676513	195.601	138.98			215.586	145.586
00:00:02.892	1440787676514			175.615	132.374		
00:00:02.907	1440787676529						
00:00:02.908	1440787676530	195.34	139.527			215.368	145.96
00:00:02.909	1440787676531			175.311	133.095		
00:00:02.925	1440787676547	195.103	138.78			215.174	145.046
00:00:02.926	1440787676548			175.031	132.514		
00:00:02.940	1440787676562						
00:00:02.941	1440787676563	194.814	139.213			214.827	145.338
00:00:02.942	1440787676564			174.801	133.088		
00:00:02.958	1440787676580	194.66	138.645			214.728	144.568
00:00:02.959	1440787676581			174.592	132.722		
00:00:02.974	1440787676596						
00:00:02.975	1440787676597	194.611	139.078			214.689	144.789
00:00:02.976	1440787676598			174.532	133.367		
00:00:02.991	1440787676613	194.592	138.369			214.716	143.965
00:00:02.992	1440787676614			174.469	132.772		
00:00:03.007	1440787676629						
00:00:03.008	1440787676630	194.514	138.865			214.638	144.32
00:00:03.009	1440787676631			174.39	133.411		
00:00:03.025	1440787676647	194.512	138.236			214.602	143.674
00:00:03.026	1440787676648			174.421	132.798		
00:00:03.040	1440787676662						
00:00:03.041	1440787676663	194.599	138.812			214.759	144.078
00:00:03.042	1440787676664			174.438	133.546		
00:00:03.058	1440787676680	194.785	138.283			214.901	143.554
00:00:03.059	1440787676681			174.669	133.013		
00:00:03.073	1440787676695						
00:00:03.074	1440787676696						
00:00:03.075	1440787676697	194.796	138.949			214.927	144.102
00:00:03.076	1440787676698			174.665	133.797		
00:00:03.091	1440787676713	194.804	138.294			214.957	143.45
00:00:03.092	1440787676714			174.651	133.138		
00:00:03.106	1440787676728						
00:00:03.107	1440787676729						
00:00:03.108	1440787676730	194.884	138.943			215.016	143.99
00:00:03.109	1440787676731			174.752	133.895		
00:00:03.125	1440787676747	194.855	138.338			215.052	143.385
00:00:03.126	1440787676748			174.658	133.292		
00:00:03.140	1440787676762						
00:00:03.141	1440787676763	194.822	138.928			215.049	143.881
00:00:03.142	1440787676764			174.596	133.975		
00:00:03.158	1440787676780	194.886	138.303			215.074	143.287
00:00:03.159	1440787676781			174.699	133.32		
00:00:03.174	1440787676796						
00:00:03.175	1440787676797	194.912	138.893			215.09	143.846
00:00:03.176	1440787676798			174.735	133.939		
00:00:03.191	1440787676813	194.806	138.326			215.037	143.257
00:00:03.192	1440787676814			174.574	133.394		
00:00:03.207	1440787676829						
00:00:03.208	1440787676830	194.862	138.886			215.117	143.84
00:00:03.209	1440787676831			174.607	133.931		
00:00:03.225	1440787676847	194.857	138.305			215.058	143.249
00:00:03.226	1440787676848			174.656	133.362		
00:00:03.240	1440787676862						
00:00:03.241	1440787676863	194.996	138.883			215.202	143.854
00:00:03.242	1440787676864			174.79	133.912		
00:00:03.258	1440787676880	195.019	138.321			215.26	143.297
00:00:03.259	1440787676881			174.779	133.345		
00:00:03.273	1440787676895						
00:00:03.274	1440787676896						
00:00:03.275	1440787676897	195.382	139.129			215.416	144.063
00:00:03.276	1440787676898			175.349	134.195		
00:00:03.291	1440787676913	195.702	138.772			215.732	143.717
00:00:03.292	1440787676914			175.673	133.826		
00:00:03.306	1440787676928						
00:00:03.307	1440787676929						
00:00:03.308	1440787676930	195.773	139.277			215.868	144.223
00:00:03.309	1440787676931			175.679	134.33		
00:00:03.325	1440787676947	195.775	138.624			215.793	143.716
00:00:03.326	1440787676948			175.757	133.532		
00:00:03.339	1440787676961						
00:00:03.340	1440787676962						
00:00:03.341	1440787676963	195.972	139.161			216.017	144.209
00:00:03.342	1440787676964			175.926	134.113		
00:00:03.358	1440787676980	196.009	138.351			216.011	143.527
00:00:03.359	1440787676981			176.008	133.176		
00:00:03.374	1440787676996						
00:00:03.375	1440787676997	196.082	138.802			216.164	144.045
00:00:03.376	1440787676998			176.001	133.559		
00:00:03.391	1440787677013	196.243	138.084			216.241	143.377
00:00:03.392	1440787677014			176.244	132.792		
00:00:03.407	1440787677029						
00:00:03.408	1440787677030	196.182	138.578			216.257	143.992
00:00:03.409	1440787677031			176.107	133.164		
00:00:03.425	1440787677047	196.114	137.861			216.227	143.353
00:00:03.426	1440787677048			176.001	132.369		
00:00:03.440	1440787677062						
00:00:03.441	1440787677063	196.102	138.341			216.072	143.856
00:00:03.442	1440787677064			176.132	132.826		
00:00:03.458	1440787677080	196.027	137.692			216.148	143.256
00:00:03.459	1440787677081			175.907	132.128		
00:00:03.474	1440787677096						
00:00:03.475	1440787677097	195.977	138.295			216.039	143.906
00:00:03.476	1440787677098			175.916	132.684		
00:00:03.491	1440787677113	195.822	137.679			215.832	143.351
00:00:03.492	1440787677114			175.812	132.008		
00:00:03.507	1440787677129						
00:00:03.508	1440787677130	195.727	138.259			215.689	143.955
00:00:03.509	1440787677131			175.764	132.563		
00:00:03.525	1440787677147	195.733	137.651			215.731	143.406
00:00:03.526	1440787677148			175.735	131.896		
00:00:03.540	1440787677162						
00:00:03.541	1440787677163	195.63	138.305			215.608	144.05
00:00:03.542	1440787677164			175.651	132.56		
00:00:03.558	1440787677180	195.517	137.699			215.502	143.557
00:00:03.559	1440787677181			175.532	131.84		
00:00:03.574	1440787677196						
00:00:03.575	1440787677197	195.361	138.276			215.312	144.178
00:00:03.576	1440787677198			175.41	132.374		
00:00:03.591	1440787677213	195.222	137.644			215.225	143.561
00:00:03.592	1440787677214			175.219	131.728		
00:00:03.607	1440787677229						
00:00:03.608	1440787677230	195.015	138.177			215	144.143
00:00:03.609	1440787677231			175.03	132.211		
00:00:03.625	1440787677247	194.966	137.669			214.904	143.611
00:00:03.626	1440787677248			175.028	131.726		
00:00:03.640	1440787677262						
00:00:03.641	1440787677263	194.802	138.243			214.722	144.217
00:00:03.642	1440787677264			174.882	132.269		
00:00:03.658	1440787677280	194.759	137.66			214.73	143.666
00:00:03.659	1440787677281			174.787	131.654		
00:00:03.674	1440787677296						
00:00:03.675	1440787677297	194.788	138.216			214.724	144.183
00:00:03.676	1440787677298			174.851	132.249		
00:00:03.691	1440787677313	194.729	137.606			214.701	143.618
00:00:03.692	1440787677314			174.758	131.593		
00:00:03.707	1440787677329						
00:00:03.708	1440787677330	194.753	138.253			214.654	144.286
00:00:03.709	1440787677331			174.852	132.22		
00:00:03.725	1440787677347	194.658	137.642			214.593	143.682
00:00:03.726	1440787677348			174.724	131.602		
00:00:03.740	1440787677362						
