Trajectories
120
,,Wand:Proximal,,,Wand:Middle,,,Wand:Distal,,,Wand:Tip,,,PastaBox:Top,,,PastaBox:Middle,,,PastaBox:Bottom,,,PastaBox:Side,,,HandRB:Hand1,,,HandRB:Hand2,,,HandRB:Hand3,,,HandRB:Hand4,,,Dikablis:Head1,,,Dikablis:Head2,,,Dikablis:Head3,,,Dikablis:Head4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
42,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.098,94.8626,970.124,-317.164,149.9,991.58,-287.04,87.244,972.283,-278.357,142.268,994.288,-249.721,375.801,1569.42,-351.437,336.99,1587.28,-241.065,495.888,1577.04,-337.039,544.176,1595.53
43,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.101,94.8629,970.12,-317.164,149.898,991.562,-287.043,87.2346,972.274,-278.367,142.277,994.287,-249.486,375.826,1569.25,-350.995,336.943,1587.01,-241.044,495.886,1577.04,-337.027,544.173,1595.54
44,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.1,94.8534,970.12,-317.172,149.909,991.543,-287.04,87.2425,972.262,-278.365,142.281,994.283,-249.514,375.83,1569.27,-351.417,336.866,1587.32,-241.036,495.876,1577.05,-337.022,544.16,1595.56
45,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.11,94.8561,970.095,-317.181,149.902,991.544,-287.056,87.238,972.252,-278.378,142.272,994.28,-249.472,375.844,1569.23,-351.411,336.73,1587.34,-241.023,495.882,1577.05,-337.004,544.165,1595.57
46,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.126,94.854,970.081,-317.195,149.895,991.539,-287.072,87.2325,972.248,-278.398,142.274,994.271,-249.456,375.84,1569.23,-351.491,336.794,1587.43,-241.002,495.874,1577.07,-337.011,544.148,1595.57
47,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.133,94.8487,970.105,-317.207,149.885,991.538,-287.077,87.2404,972.236,-278.39,142.269,994.257,-249.598,375.962,1569.15,-351.367,336.843,1587.3,-240.99,495.87,1577.07,-336.989,544.145,1595.57
48,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.132,94.8678,970.079,-317.195,149.898,991.531,-287.075,87.2438,972.228,-278.395,142.272,994.253,-249.464,375.858,1569.19,-351.36,336.723,1587.34,-240.989,495.863,1577.06,-336.974,544.133,1595.57
49,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.131,94.8644,970.065,-317.188,149.903,991.528,-287.082,87.242,972.211,-278.4,142.278,994.256,-249.459,375.84,1569.21,-351.309,336.803,1587.3,-240.982,495.846,1577.06,-336.964,544.109,1595.57
50,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.143,94.8686,970.054,-317.194,149.914,991.518,-287.09,87.2379,972.214,-278.401,142.272,994.25,-249.609,375.916,1569.18,-351.44,336.731,1587.45,-240.975,495.847,1577.05,-336.959,544.102,1595.57
51,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.145,94.8808,970.033,-317.209,149.919,991.503,-287.088,87.2419,972.209,-278.4,142.279,994.253,-249.513,375.939,1569.1,-351.444,336.616,1587.39,-240.959,495.845,1577.06,-336.94,544.112,1595.55
52,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.135,94.888,970.025,-317.186,149.913,991.497,-287.085,87.2512,972.208,-278.39,142.292,994.227,-249.564,375.813,1569.28,-351.279,336.843,1587.21,-240.959,495.835,1577.02,-336.924,544.094,1595.53
53,0,,,,,,,,,,,,,,,,,,,,,,,,,-326.128,94.876,970.021,-317.191,149.935,991.487,-287.084,87.2489,972.189,-278.384,142.289,994.208,-249.491,375.911,1569.07,-351.379,336.761,1587.31,-240.945,495.837,1577.02,-336.927,544.087,1595.52
