Trajectories
120
,,Wand:Proximal,,,Wand:Middle,,,Wand:Distal,,,Wand:Tip,,,PastaBox:Top,,,PastaBox:Middle,,,PastaBox:Bottom,,,PastaBox:Side,,,HandRB:Hand1,,,HandRB:Hand2,,,HandRB:Hand3,,,HandRB:Hand4,,,Dikablis:Head1,,,Dikablis:Head2,,,Dikablis:Head3,,,Dikablis:Head4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
21,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.676,77.4917,979.591,-309.28,133.527,1000.72,-274.527,72.1874,984.342,-270.398,127.929,1006.15,-238.182,376.251,1558.57,-338.993,337.509,1581.86,-229.012,496.295,1564.83,-323.75,544.93,1587.54
22,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.669,77.4935,979.596,-309.269,133.625,1000.71,-274.524,72.1925,984.338,-270.384,127.929,1006.16,-237.952,376.281,1558.35,-339.069,337.51,1581.84,-229.011,496.273,1564.82,-323.721,544.914,1587.53
23,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.667,77.5111,979.613,-309.268,133.594,1000.71,-274.516,72.2068,984.354,-270.376,127.948,1006.15,-237.932,376.275,1558.33,-339.037,337.446,1581.89,-228.965,496.263,1564.81,-323.698,544.905,1587.52
24,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.658,77.5286,979.607,-309.254,133.665,1000.72,-274.509,72.2132,984.372,-270.371,127.942,1006.19,-237.914,376.25,1558.32,-339.11,337.319,1581.99,-228.961,496.229,1564.81,-323.668,544.895,1587.52
25,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.701,77.6009,979.601,-309.26,133.544,1000.77,-274.506,72.2331,984.379,-270.363,127.966,1006.18,-238.104,376.231,1558.42,-338.986,337.394,1581.89,-228.94,496.217,1564.79,-323.651,544.887,1587.51
26,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.698,77.586,979.613,-309.252,133.588,1000.74,-274.506,72.2324,984.391,-270.364,127.979,1006.17,-237.896,376.218,1558.3,-338.978,337.331,1581.93,-228.94,496.185,1564.77,-323.616,544.863,1587.5
27,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.706,77.5914,979.609,-309.263,133.646,1000.73,-274.504,72.2338,984.389,-270.375,127.974,1006.19,-237.889,376.199,1558.3,-339.078,337.295,1581.98,-228.938,496.175,1564.78,-323.591,544.859,1587.5
28,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.664,77.527,979.639,-309.272,133.623,1000.75,-274.519,72.2287,984.383,-270.388,127.974,1006.19,-237.887,376.18,1558.3,-338.938,337.421,1581.83,-228.911,496.147,1564.78,-323.576,544.85,1587.5
29,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.667,77.5221,979.623,-309.279,133.677,1000.72,-274.519,72.2176,984.375,-270.389,127.952,1006.18,-237.871,376.154,1558.28,-339.015,337.332,1581.9,-228.915,496.112,1564.78,-323.541,544.83,1587.49
30,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.733,77.5859,979.596,-309.309,133.181,1000.99,-274.535,72.2172,984.373,-270.399,127.963,1006.16,-238.001,376.123,1558.4,-338.908,337.222,1581.86,-228.919,496.086,1564.76,-323.526,544.822,1587.49
31,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.696,77.5194,979.608,-309.321,133.463,1000.74,-274.552,72.2202,984.361,-270.44,127.974,1006.15,-237.988,376.112,1558.36,-338.937,337.36,1581.87,-228.882,496.086,1564.76,-323.525,544.818,1587.48
32,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.707,77.512,979.601,-309.336,133.472,1000.71,-274.562,72.2161,984.368,-270.439,127.974,1006.14,-238.006,376.098,1558.36,-338.981,337.09,1581.96,-228.868,496.063,1564.76,-323.492,544.802,1587.48
33,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.715,77.5187,979.599,-309.343,133.474,1000.72,-274.567,72.2328,984.367,-270.462,127.963,1006.15,-237.85,376.098,1558.27,-338.903,337.363,1581.83,-228.879,496.039,1564.75,-323.487,544.79,1587.47
34,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.73,77.5156,979.576,-309.358,133.49,1000.72,-274.579,72.2384,984.355,-270.474,127.986,1006.12,-237.845,376.084,1558.27,-338.974,337.331,1581.88,-228.858,496.041,1564.74,-323.474,544.792,1587.47
35,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.741,77.5156,979.571,-309.37,133.484,1000.71,-274.589,72.2405,984.353,-270.48,127.994,1006.1,-237.844,376.082,1558.26,-338.941,337.336,1581.84,-228.854,496.024,1564.75,-323.459,544.79,1587.46
36,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.762,77.5294,979.574,-309.387,133.489,1000.71,-274.601,72.2411,984.347,-270.502,128.002,1006.1,-237.839,376.083,1558.26,-338.917,337.307,1581.88,-228.861,496.028,1564.75,-323.459,544.784,1587.48
37,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.821,77.6091,979.556,-309.387,133.491,1000.71,-274.6,72.2513,984.345,-270.502,128,1006.11,-237.856,376.071,1558.27,-338.908,337.309,1581.86,-228.864,496.012,1564.74,-323.483,544.787,1587.49
38,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.753,77.5396,979.576,-309.386,133.508,1000.7,-274.603,72.2518,984.354,-270.512,128.006,1006.09,-237.844,376.063,1558.27,-339.043,337.259,1581.91,-228.854,496.01,1564.75,-323.46,544.771,1587.48
39,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.774,77.5523,979.575,-309.41,133.504,1000.69,-274.621,72.2454,984.351,-270.52,128.013,1006.1,-237.932,376.035,1558.36,-338.918,337.31,1581.86,-228.855,496.003,1564.76,-323.464,544.765,1587.5
40,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.789,77.558,979.557,-309.418,133.521,1000.7,-274.63,72.2702,984.345,-270.537,128.04,1006.09,-237.862,376.065,1558.29,-339.015,337.32,1581.86,-228.858,496.005,1564.77,-323.464,544.77,1587.49
41,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.804,77.5555,979.559,-309.424,133.535,1000.68,-274.635,72.2718,984.345,-270.543,128.033,1006.08,-237.858,376.05,1558.29,-339.052,337.192,1581.92,-228.871,495.987,1564.77,-323.457,544.757,1587.49
42,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.808,77.5587,979.574,-309.436,133.554,1000.69,-274.65,72.2689,984.348,-270.559,128.047,1006.09,-237.865,376.042,1558.3,-339.055,337.325,1581.97,-228.873,495.978,1564.78,-323.469,544.752,1587.52
43,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.831,77.5883,979.555,-309.454,133.582,1000.66,-274.666,72.2756,984.335,-270.585,128.046,1006.07,-237.887,376.031,1558.3,-339.005,337.33,1581.87,-228.883,495.978,1564.78,-323.464,544.755,1587.51
44,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.841,77.58,979.556,-309.468,133.593,1000.67,-274.682,72.283,984.324,-270.589,128.046,1006.09,-238.031,376.007,1558.44,-338.946,337.276,1581.91,-228.889,495.94,1564.79,-323.488,544.759,1587.51
45,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.86,77.5868,979.544,-309.485,133.644,1000.63,-274.697,72.2811,984.328,-270.605,128.043,1006.07,-237.902,376.005,1558.33,-339.002,337.27,1581.87,-228.893,495.931,1564.8,-323.492,544.753,1587.54
46,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.87,77.5917,979.527,-309.501,133.669,1000.63,-274.71,72.2878,984.315,-270.617,128.042,1006.06,-237.967,375.995,1558.37,-339.006,337.275,1581.91,-228.913,495.905,1564.81,-323.48,544.74,1587.53
47,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.897,77.5827,979.536,-309.514,133.694,1000.62,-274.73,72.2942,984.312,-270.64,128.057,1006.05,-238.056,375.965,1558.44,-339.18,337.213,1581.99,-228.925,495.893,1564.79,-323.491,544.729,1587.52
48,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.924,77.6066,979.524,-309.54,133.716,1000.6,-274.746,72.3028,984.306,-270.665,128.065,1006.03,-237.963,375.966,1558.36,-339.125,337.25,1581.95,-228.942,495.885,1564.8,-323.498,544.725,1587.53
49,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.935,77.6013,979.521,-309.548,133.762,1000.59,-274.754,72.3079,984.294,-270.675,128.073,1006.02,-237.976,375.965,1558.37,-339.132,337.242,1581.99,-228.935,495.886,1564.81,-323.515,544.714,1587.53
50,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.95,77.5913,979.513,-309.565,133.72,1000.58,-274.78,72.3046,984.305,-270.692,128.082,1006,-238.001,375.943,1558.37,-339.24,337.251,1582.02,-228.986,495.849,1564.81,-323.547,544.723,1587.54
51,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.012,77.6839,979.473,-309.578,133.721,1000.58,-274.789,72.3086,984.296,-270.713,128.077,1006,-238.146,375.925,1558.49,-339.194,337.252,1581.98,-229.009,495.84,1564.82,-323.541,544.707,1587.55
52,0,,,,,,,,,,,,,,,,,,,,,,,,,-313.985,77.64,979.475,-309.594,133.799,1000.55,-274.817,72.3023,984.276,-270.735,128.073,1005.99,-238.046,375.936,1558.39,-339.246,337.235,1582.04,-228.99,495.832,1564.85,-323.558,544.697,1587.55
53,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.009,77.6191,979.443,-309.602,133.786,1000.54,-274.833,72.3139,984.26,-270.74,128.071,1005.97,-238.217,375.916,1558.53,-339.151,337.268,1581.93,-229.035,495.823,1564.87,-323.605,544.699,1587.59
54,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.013,77.6302,979.427,-309.617,133.812,1000.53,-274.856,72.314,984.254,-270.745,128.081,1005.95,-238.076,375.926,1558.43,-339.225,337.252,1581.97,-229.038,495.837,1564.9,-323.618,544.703,1587.6
55,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.042,77.6453,979.407,-309.646,133.759,1000.53,-274.875,72.3128,984.246,-270.77,128.08,1005.95,-238.283,375.9,1558.61,-339.395,337.204,1582.02,-229.094,495.838,1564.89,-323.638,544.684,1587.62
56,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.072,77.6487,979.384,-309.658,133.766,1000.5,-274.903,72.3211,984.234,-270.802,128.08,1005.93,-238.14,375.93,1558.45,-339.347,337.244,1582.02,-229.127,495.845,1564.92,-323.692,544.699,1587.64
57,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.049,77.6941,979.322,-309.667,133.823,1000.49,-274.926,72.3339,984.219,-270.895,128.051,1006.05,-238.163,375.936,1558.48,-339.33,337.228,1581.96,-229.151,495.849,1564.94,-323.699,544.697,1587.65
58,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.092,77.6893,979.353,-309.679,133.739,1000.47,-274.938,72.3409,984.197,-270.822,128.05,1005.97,-238.191,375.942,1558.48,-339.474,337.27,1582.04,-229.181,495.856,1564.98,-323.741,544.697,1587.68
59,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.116,77.7216,979.317,-309.702,133.752,1000.46,-274.963,72.3596,984.177,-270.836,128.058,1005.95,-238.228,375.976,1558.52,-339.481,337.174,1582.1,-229.235,495.864,1564.98,-323.787,544.718,1587.69
60,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.135,77.7124,979.304,-309.721,133.883,1000.4,-274.983,72.3634,984.168,-270.867,128.077,1005.95,-238.247,375.983,1558.53,-339.508,337.152,1582.03,-229.261,495.876,1565,-323.812,544.714,1587.71
61,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.164,77.7519,979.283,-309.75,133.394,1000.7,-275.01,72.3885,984.144,-270.88,128.096,1005.93,-238.276,375.997,1558.55,-339.485,337.192,1581.98,-229.32,495.893,1565.03,-323.856,544.73,1587.73
62,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.176,77.7701,979.251,-309.743,133.716,1000.42,-275.018,72.4038,984.125,-270.884,128.106,1005.9,-238.449,375.988,1558.67,-339.43,337.278,1582.04,-229.362,495.9,1565.05,-323.888,544.733,1587.74
63,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.192,77.7855,979.241,-309.77,133.728,1000.42,-275.045,72.4108,984.106,-270.902,128.126,1005.88,-238.378,376.031,1558.59,-339.596,337.229,1582.07,-229.388,495.923,1565.07,-323.935,544.747,1587.76
64,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.223,77.7994,979.224,-309.794,133.437,1000.64,-275.071,72.4234,984.085,-270.925,128.133,1005.87,-238.546,376.044,1558.74,-339.662,337.262,1582.19,-229.442,495.946,1565.09,-323.969,544.763,1587.77
65,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.251,77.8262,979.185,-309.812,133.752,1000.39,-275.093,72.4291,984.06,-270.952,128.159,1005.84,-238.423,376.087,1558.63,-339.561,337.338,1582.04,-229.483,495.973,1565.1,-324.02,544.783,1587.79
66,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.26,77.8206,979.19,-309.833,133.451,1000.63,-275.112,72.4456,984.029,-270.966,128.166,1005.82,-238.456,376.098,1558.63,-339.657,337.252,1582.17,-229.539,495.994,1565.12,-324.062,544.792,1587.81
67,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.282,77.829,979.16,-309.831,133.756,1000.34,-275.127,72.4353,984.019,-270.976,128.169,1005.81,-238.501,376.098,1558.65,-339.635,337.297,1582.08,-229.576,496.002,1565.15,-324.094,544.811,1587.82
68,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.301,77.8355,979.153,-309.867,133.756,1000.39,-275.156,72.4548,984.004,-271.002,128.192,1005.79,-238.529,376.148,1558.68,-339.759,337.337,1582.27,-229.628,496.03,1565.16,-324.14,544.826,1587.83
69,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.325,77.852,979.151,-309.875,133.779,1000.33,-275.162,72.4587,984.008,-271.016,128.207,1005.76,-238.635,376.155,1558.73,-339.75,337.367,1582.14,-229.65,496.068,1565.18,-324.196,544.854,1587.85
70,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.346,77.8453,979.138,-309.885,133.762,1000.33,-275.188,72.4481,984.013,-271.025,128.194,1005.76,-238.826,376.166,1558.85,-339.728,337.368,1582.15,-229.697,496.078,1565.18,-324.239,544.865,1587.87
71,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.362,77.8648,979.124,-309.896,133.784,1000.33,-275.199,72.4556,983.999,-271.044,128.219,1005.75,-238.643,376.207,1558.71,-339.724,337.404,1582.1,-229.738,496.11,1565.22,-324.266,544.866,1587.87
72,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.397,77.8508,979.118,-309.913,133.808,1000.28,-275.224,72.4669,983.976,-271.067,128.208,1005.73,-238.673,376.218,1558.71,-339.697,337.435,1582.04,-229.757,496.116,1565.25,-324.333,544.884,1587.89
73,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.398,77.8583,979.106,-309.926,133.783,1000.31,-275.232,72.464,983.973,-271.074,128.226,1005.7,-238.714,376.242,1558.71,-339.734,337.402,1582.08,-229.794,496.153,1565.24,-324.372,544.901,1587.9
74,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.406,77.8751,979.096,-309.93,133.811,1000.28,-275.245,72.4505,983.954,-271.085,128.233,1005.7,-238.853,376.238,1558.83,-339.873,337.382,1582.22,-229.845,496.162,1565.25,-324.397,544.903,1587.91
75,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.434,77.8908,979.078,-309.938,133.812,1000.25,-275.269,72.4691,983.918,-271.099,128.239,1005.7,-238.775,376.287,1558.74,-339.794,337.491,1582.06,-229.89,496.172,1565.27,-324.459,544.929,1587.9
76,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.455,77.8973,979.059,-309.96,133.8,1000.26,-275.286,72.4834,983.915,-271.111,128.336,1005.51,-238.803,376.31,1558.76,-339.8,337.355,1582.14,-229.95,496.203,1565.28,-324.507,544.943,1587.92
77,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.467,77.9037,979.067,-309.969,133.83,1000.24,-275.297,72.4871,983.898,-271.124,128.236,1005.67,-239.034,376.295,1558.93,-339.778,337.45,1582.1,-229.987,496.221,1565.28,-324.531,544.963,1587.93
78,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.463,77.9111,979.047,-309.979,133.848,1000.21,-275.305,72.5099,983.877,-271.137,128.26,1005.66,-239.026,376.337,1558.88,-339.899,337.441,1582.21,-230.032,496.237,1565.29,-324.597,544.982,1587.94
79,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.483,77.9145,979.044,-310.015,133.55,1000.43,-275.311,72.4989,983.879,-271.15,128.246,1005.66,-238.85,376.361,1558.78,-339.853,337.471,1582.1,-230.071,496.261,1565.3,-324.633,545.001,1587.94
80,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.505,77.9351,979.02,-310.019,133.859,1000.15,-275.32,72.3852,983.979,-271.165,128.185,1005.65,-239.077,376.367,1558.9,-339.91,337.476,1582.16,-230.084,496.273,1565.32,-324.661,545.012,1587.96
81,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.52,77.9313,979.001,-310.037,133.888,1000.14,-275.33,72.3932,983.963,-271.19,128.287,1005.6,-239.037,376.395,1558.87,-340.005,337.498,1582.18,-230.096,496.3,1565.33,-324.692,545.025,1587.96
82,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.534,77.9559,978.949,-310.061,133.568,1000.35,-275.347,72.4025,983.934,-271.206,128.289,1005.6,-239.089,376.392,1558.9,-339.954,337.401,1582.14,-230.11,496.317,1565.34,-324.725,545.031,1587.98
83,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.551,77.9653,978.933,-310.07,133.601,1000.34,-275.358,72.4103,983.917,-271.221,128.315,1005.57,-238.919,376.441,1558.73,-339.902,337.429,1582.05,-230.147,496.328,1565.34,-324.746,545.04,1587.98
84,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.576,77.9815,978.919,-310.085,133.927,1000.07,-275.384,72.434,983.902,-271.25,128.333,1005.56,-238.939,376.468,1558.72,-340.009,337.401,1582.19,-230.158,496.351,1565.33,-324.772,545.058,1587.98
85,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.594,78.0018,978.907,-310.099,133.953,1000.03,-275.401,72.4546,983.887,-271.266,128.358,1005.54,-239.131,376.477,1558.85,-340.042,337.409,1582.15,-230.204,496.377,1565.32,-324.803,545.071,1587.98
86,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.596,78.0262,978.897,-310.12,133.632,1000.3,-275.405,72.4622,983.878,-271.281,128.396,1005.51,-239.124,376.479,1558.81,-339.868,337.505,1582.03,-230.222,496.379,1565.29,-324.825,545.083,1587.97
87,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.606,78.0437,978.874,-310.123,133.639,1000.27,-275.429,72.5915,983.772,-271.295,128.41,1005.51,-238.977,376.51,1558.67,-340.004,337.427,1582.11,-230.246,496.398,1565.29,-324.851,545.095,1587.98
88,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.62,78.0445,978.851,-310.142,133.682,1000.26,-275.447,72.6164,983.762,-271.308,128.438,1005.48,-239.203,376.488,1558.85,-339.997,337.545,1582.01,-230.259,496.423,1565.27,-324.874,545.108,1587.94
89,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.628,78.0571,978.819,-310.157,133.642,1000.25,-275.466,72.6185,983.749,-271.319,128.433,1005.48,-239.185,376.531,1558.75,-339.984,337.533,1582.02,-230.288,496.428,1565.24,-324.909,545.127,1587.93
90,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.631,78.0511,978.812,-310.137,133.999,999.973,-275.467,72.6184,983.74,-271.318,128.442,1005.47,-239.199,376.548,1558.75,-339.971,337.553,1581.99,-230.308,496.461,1565.21,-324.937,545.139,1587.92
91,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.638,78.0655,978.787,-310.154,133.677,1000.21,-275.468,72.6255,983.728,-271.327,128.442,1005.46,-239.257,376.566,1558.75,-340.039,337.467,1582,-230.33,496.485,1565.19,-324.959,545.157,1587.89
92,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.649,78.0615,978.78,-310.159,133.713,1000.21,-275.486,72.6318,983.716,-271.329,128.455,1005.46,-239.28,376.595,1558.7,-340.099,337.498,1582.12,-230.363,496.486,1565.19,-324.993,545.18,1587.87
93,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.655,78.0695,978.769,-310.155,134.025,999.939,-275.492,72.648,983.71,-271.341,128.464,1005.43,-239.102,376.652,1558.54,-340.053,337.507,1581.93,-230.391,496.524,1565.17,-325.042,545.196,1587.84
94,0,,,,,,,,,,,,,,,,,,,,,,,,,-314.66,78.0735,978.76,-310.152,134.028,999.911,-275.495,72.6565,983.689,-271.332,128.465,1005.44,-239.343,376.621,1558.74,-340.012,337.578,1581.87,-230.431,496.547,1565.15,-325.09,545.218,1587.83
